,Accuracy,Precision,Recall,F1-score
RandomForest,0.7741935483870968,0.5332825203252033,0.492797118847539,0.4974104563048574
XGBoost,0.7741935483870968,0.8426566100984706,0.56062424969988,0.5997004115705123
LightGBM,0.7870967741935484,0.7809523809523808,0.7270241429905294,0.7507370503060159
GradientBoosting,0.7548387096774194,0.5107962213225371,0.49199679871948776,0.49580712788259956
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
