,Accuracy,Precision,Recall,F1-score
RandomForest,0.7548387096774194,0.5036646816307834,0.4857276243830866,0.48681257014590346
XGBoost,0.7483870967741936,0.7205535205535205,0.5803654795251434,0.622566752799311
LightGBM,0.7419354838709677,0.6248327759197324,0.5957716419901293,0.6084701253630519
GradientBoosting,0.7032258064516129,0.5946456434261312,0.7192877150860344,0.6188199108084343
LogisticRegression,0.6774193548387096,0.494949494949495,0.38535414165666265,0.36123700346574245
