,Accuracy,Precision,Recall,F1-score
RandomForest,0.7806451612903226,0.5273324171629257,0.5056022408963585,0.5081369248035914
XGBoost,0.7548387096774194,0.6198830409356725,0.5410164065626251,0.5648874441539271
LightGBM,0.7096774193548387,0.5985264752461612,0.5724956649326397,0.5840002215268739
GradientBoosting,0.6967741935483871,0.5739614994934144,0.6731359210350806,0.5976899092970521
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
