,Accuracy,Precision,Recall,F1-score
RandomForest,0.7548387096774194,0.49626245847176076,0.4951313858876884,0.49287402904424177
XGBoost,0.7290322580645161,0.575114588272483,0.521141790049353,0.5385077186963979
LightGBM,0.7290322580645161,0.49786324786324787,0.47525676937441635,0.48148148148148157
GradientBoosting,0.7096774193548387,0.5809295999249565,0.5724956649326397,0.576003145783112
LogisticRegression,0.6258064516129033,0.20995670995670998,0.3299319727891156,0.2566137566137566
