,RandomForest,XGBoost,LightGBM,LogisticRegression,GradientBoosting
청약경쟁률,0.20933147003765318,0.27384022,0.15306122448979592,1.7777777777777888,0.33485019155134604
의무보유확약비율,0.16541507554946266,0.15256156,0.15423861852433282,0.8333333333333381,0.1843755048183716
단순 기관경쟁률,0.14760539608772993,0.088797286,0.14481946624803768,-0.30555555555555836,0.09060770554667395
(확정)공모가격,0.12996653485652362,0.16129734,0.10635792778649922,0.22222222222222257,0.15546673784592205
보호예수 비율,0.10595527626953496,0.09531239,0.13500784929356358,-0.3333333333333364,0.11787015590562323
최대주주 소유주 비율,0.10140079054912561,0.07806984,0.12755102040816327,-0.5555555555555602,0.048489460360779266
공모후 발행주식수,0.09480766498922363,0.08928425,0.14050235478806908,-0.19444444444444647,0.05388247883628645
최대주주 보호예수 기간,0.0455177916607465,0.06083716,0.038461538461538464,-0.4444444444444481,0.014457765134997386
