,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06949006392803067,0.06448596,223,0.043889307873138494,0.0
의무보유확약비율,0.09881809204998526,0.05766723,433,0.10262186311762306,0.0
(확정)공모가격,0.0589854979933417,0.049453113,225,0.08577551329096236,0.0
청약경쟁률,0.11504833215213384,0.114610516,396,0.16605820255825798,0.0
공모후 발행주식수,0.03839614844484265,0.03324776,131,0.027287487090727564,0.014838709677419393
최대주주 소유주 비율,0.04586697933621279,0.038222402,219,0.049262248977121496,0.0
최대주주 보호예수 기간,0.023384093641098835,0.040607937,44,0.023188663078399823,0.0
보호예수 비율,0.057884607122304296,0.042030916,271,0.05265365645717949,0.0
총부채,0.04238268129380691,0.037627935,117,0.029311167239665238,0.0
자본금,0.04318974694526763,0.040355347,133,0.047724789839184135,0.005161290322580681
영업이익,0.047168456712532995,0.042083368,147,0.06559085918103578,0.03161290322580651
매출액,0.04172257959550783,0.034416605,96,0.027847882299837284,0.03225806451612908
기업경기실사지수(BSI),0.029775946227193744,0.034575775,114,0.033062723379475516,0.0
생산자물가 상승률 (PPI),0.03026155548578117,0.042000134,149,0.018444734692664885,0.0
소비심리지수(CSI),0.02988688077452862,0.040222105,148,0.021371286886786415,0.0
소비자물가 상승률 (CPI),0.03352038391543682,0.04040101,115,0.033521889161823186,0.0
수출입 물량지수,0.030031123964866478,0.037056927,127,0.05060729411825003,0.0
외환보유액,0.03633441764336791,0.04407636,127,0.0339479188308681,0.0
원달러 환율,0.03767180272167153,0.0451265,124,0.03898406729168723,0.0
통화량 (M2),0.03570235243939746,0.040936712,100,0.01217853155827401,0.0
기준금리,0.016235262362503004,0.04542993,20,0.00743155476053695,0.0
국고채 금리 스프레드,0.03824299525018767,0.03536539,160,0.02923835831650095,0.0
