,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.05238469668977832,0.033463735,440,0.03148098367087276,0.0
의무보유확약비율,0.07203876998164128,0.047054976,1389,0.07522711145091028,0.0
(확정)공모가격,0.04205581852524071,0.05089882,617,0.07442363076084386,0.0
청약경쟁률,0.09503519003769488,0.084175825,1646,0.1442370983187833,0.0
공모후 발행주식수,0.020293000255505234,0.021431752,314,0.011093998674383144,0.0
최대주주 소유주 비율,0.025743307556223942,0.024158923,463,0.035583122434140295,0.0
최대주주 보호예수 기간,0.01096959850890718,0.027533831,104,0.011965156011608231,0.0
보호예수 비율,0.03826976290050453,0.021116028,816,0.021832450726981492,0.0
총부채,0.0222961753238126,0.023709167,247,0.009481335759657766,0.0
자본금,0.023225350447579153,0.024099296,409,0.026455251614263698,0.0
영업이익,0.024632870436499987,0.03119153,227,0.02489037267791239,0.0006451612903226045
부채비율,0.019183741099546646,0.014256066,395,0.040151048317857256,0.0
유동비율,0.022593980365016083,0.019826125,297,0.027835999918672534,0.0
당기순이익률,0.01907863497367701,0.017994462,348,0.016229667039950043,0.0
ROE,0.02129616481479354,0.02090042,400,0.03486309980720683,0.0
EPS,0.022642910719549846,0.022117645,210,0.01291070344792259,0.0
EV/영업이익,0.02443243905999349,0.020948108,249,0.028337010361609623,0.0
부채비율 변화율,0.019626865148317033,0.028408522,291,0.035501804724461516,0.0
유동비율 변화율,0.025467185952482676,0.029141635,400,0.04175079260560959,0.0
영업이익률 변화율,0.020626750542909564,0.018952359,292,0.00902789745459534,0.0
당기순이익률 변화율,0.021873697815363052,0.016999016,281,0.020010670799372476,0.0
매출액 변화율,0.02158553926445881,0.022611938,142,0.008730263589557433,0.001935483870967758
ROE 변화율,0.02095159390784174,0.021065572,327,0.020014431397844763,0.0
EPS 변화율,0.02707930029142662,0.03378831,372,0.02122744777541991,0.0
EV/영업이익 변화율,0.02278621222246445,0.02323071,381,0.022158319855079815,0.0
DLR,0.015408277413898617,0.027223594,156,0.009913616475323154,0.0
PPI (%),0.038961751646602164,0.0320635,422,0.025090895256369466,0.0
기업경기실사지수(BSI),0.014312167170331987,0.017974028,193,0.01207354096299298,0.0
소비심리지수(CSI),0.016863108168591524,0.021761075,337,0.012138877350666315,0.0
외환보유액,0.024477656504190048,0.026219344,422,0.013810511635936985,0.0
원달러 환율,0.020745704413790565,0.026666604,329,0.00966238967144455,0.0
통화량 (M2),0.027342603171561883,0.024278652,113,0.012679509142570105,0.0
기준금리,0.009441394519014,0.023148652,72,0.005855402912863507,0.0
국고채 금리 스프레드,0.024253871544069702,0.025188018,270,0.028524545979911695,0.0
무역수지,0.020313542112142403,0.02444479,408,0.020838605554483886,0.0
KOSPI_1001,0.029465704271610774,0.029402103,656,0.017345511456386735,0.0
산업코스피,0.02224466222296795,0.022554897,345,0.0266469244055338,0.0
