,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.059255857344352056,0.046083964,381,0.032428231630698946,0.0
의무보유확약비율,0.08243282610471345,0.05745591,633,0.0856367527675471,0.0
(확정)공모가격,0.04328949657542682,0.042211127,324,0.08127442965293769,0.0
청약경쟁률,0.11472587029880021,0.102817595,639,0.1468688266185738,0.0
공모후 발행주식수,0.02324064604109414,0.031998545,233,0.032374457787252175,0.0
최대주주 소유주 비율,0.03205273243391198,0.02693761,309,0.03863522839794448,0.0
최대주주 보호예수 기간,0.011820088913362777,0.032206994,53,0.017624586317065854,0.0
보호예수 비율,0.04427579691188411,0.032867752,437,0.022249018422338177,0.0
총부채,0.028154061038958164,0.029383186,129,0.020019275297418797,0.0
자본금,0.02927743084932755,0.02244253,281,0.026679313063993786,0.0
영업이익,0.03201231119916404,0.03678794,188,0.04050016721363007,-0.000645161290322549
매출액,0.02325247157999887,0.015284213,157,0.011920102743243914,0.0012903225806451756
부채비율,0.026782313464435797,0.020763915,267,0.005795135557413858,0.0
유동비율,0.025712856944687404,0.026207605,242,0.03770967060786559,0.0
영업이익률,0.02295878718919601,0.025526399,134,0.01119997731510026,0.0
당기순이익률,0.02031966906477183,0.020249821,193,0.010770188454301437,0.0
ROE,0.027937789665280086,0.027872002,298,0.03337756782662429,0.0
EPS,0.026436818676828917,0.026868416,144,0.022337028954773033,0.0
EV/영업이익,0.029703929734188877,0.025707144,319,0.03214085977971302,0.0
기업경기실사지수(BSI),0.01839904532526366,0.029059965,49,0.011974409619422114,0.0
소비심리지수(CSI),0.021596533801525864,0.02206185,195,0.032852449659443825,0.0
수출입 물량지수,0.021330284854114038,0.033872616,231,0.024519039923743397,0.0
외환보유액,0.028561823841728274,0.031517223,205,0.021716275070023217,0.0
원달러 환율,0.025902510529825024,0.03209169,191,0.03280274588366379,0.0
통화량 (M2),0.03175657277562581,0.04190522,61,0.014881681742554593,0.0
기준금리,0.010290008937281686,0.03095498,45,0.0018925425865788904,0.0
국고채 금리 스프레드,0.02743699721990679,0.031185333,151,0.024682073718664068,0.0
KOSPI_1001,0.036836431617794214,0.037415076,320,0.0302834894885577,0.0
산업코스피,0.026814917507833387,0.021329537,224,0.017594565897204654,0.0
대표매매감정점수,0.04743311955871801,0.03893389,379,0.07725990800170725,0.0
