,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.04550097342476781,0.038065866,138,0.0395894977765201,0.0
의무보유확약비율,0.06862135754331106,0.044753566,277,0.06658737248391179,0.0
(확정)공모가격,0.03397409645713124,0.033263177,136,0.056528363795925504,0.0
청약경쟁률,0.08326876537400914,0.079801,223,0.151576332489858,0.0
공모후 발행주식수,0.018232703992777974,0.02113626,104,0.028909040413829978,0.0
최대주주 소유주 비율,0.021635608597847227,0.019621233,181,0.019214248020709705,0.0
최대주주 보호예수 기간,0.009404871858239412,0.027493076,21,0.013133167729374888,0.0
보호예수 비율,0.03608221805886336,0.025347073,174,0.019968225330721553,0.0
총부채,0.021232544371662235,0.020730594,58,0.010232978572421562,0.0
자본금,0.02355710863381249,0.020816226,109,0.02253013674854966,0.0
영업이익,0.026270753159840017,0.026191486,67,0.026561875032587872,-0.0019354838709677135
부채비율,0.01668954638124333,0.01641226,115,0.027283640412703744,0.0
유동비율,0.021067045056395443,0.018736714,91,0.016137954776610963,0.0
당기순이익률,0.0167178321552706,0.01807658,93,0.018750100618003144,0.0
ROE,0.018993797971931327,0.025186528,91,0.03867285254454213,0.0
EPS,0.021294875558219326,0.022050692,44,0.01781339006151081,0.0
EV/영업이익,0.022078383965561974,0.019644707,104,0.012796317395724621,0.0
부채비율 변화율,0.019402196814436456,0.0219244,118,0.035291704396779734,0.0
유동비율 변화율,0.023397561699376516,0.020574013,102,0.019803946137602477,0.0
영업이익률 변화율,0.02000739476772189,0.018335385,86,0.013440202335935049,0.0
당기순이익률 변화율,0.019513144013731488,0.02407358,47,0.021418084634063767,0.0
매출액 변화율,0.019040357197306904,0.017680421,47,0.013973232966543271,2.2204460492503132e-17
ROE 변화율,0.019498145276090714,0.016286865,101,0.010488789439949192,0.0
EPS 변화율,0.025191527835497444,0.023255501,93,0.021066291195327182,0.0
EV/영업이익 변화율,0.01991567887226193,0.02384601,106,0.020499880869293864,0.0
DLR,0.014175218660600286,0.02013959,57,0.011595153767902466,0.0
PPI (%),0.03957254222089039,0.03529788,89,0.024861672646032982,0.0
기업경기실사지수(BSI),0.0158131397220455,0.020218538,43,0.006143632375618118,0.0
소비심리지수(CSI),0.015059009714517853,0.019734165,100,0.006040072296971902,0.0
외환보유액,0.02193203027251332,0.027106108,74,0.006908381241037746,0.0
원달러 환율,0.020691688924691986,0.02461322,84,0.028648219986916464,0.0
통화량 (M2),0.02521862562803919,0.025150694,23,0.01073456270395033,0.0
기준금리,0.008462927313195043,0.022285115,19,0.0069275092756301716,0.0
국고채 금리 스프레드,0.021788324871963898,0.02572197,62,0.019674482886346295,0.0
무역수지,0.017068536456788356,0.0226774,71,0.010874535588493736,0.0
KOSPI_1001,0.026051566309488804,0.02604439,130,0.01691977174225337,0.0
산업코스피,0.022738612988726044,0.018870553,89,0.014534124422135456,0.0
대표매매감정점수,0.035055303615889516,0.028921569,187,0.05139649245469596,0.0
호황,0.022558822831268456,0.020361561,76,0.026963290226903084,0.0
불황,0.023225161432074173,0.019554073,152,0.015510472206111374,0.0
