,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.06313655370728481,0.0799652,327,0.06217930063682809,0.0
의무보유확약비율,0.09693344693534403,0.061681774,543,0.10562832035322112,0.0
(확정)공모가격,0.05209453028266266,0.032516632,324,0.08307905977535356,0.0
청약경쟁률,0.11449864511751708,0.0724501,513,0.15103216456788174,0.0
공모후 발행주식수,0.029002111270062688,0.023841549,174,0.018671711023228146,0.013548387096774228
최대주주 소유주 비율,0.031249191218411954,0.037707582,339,0.029384854585498794,0.0
최대주주 보호예수 기간,0.01282139755759776,0.032044873,49,0.01461043515886624,0.0
보호예수 비율,0.05068445827760423,0.03125348,349,0.02245869598554183,0.0
총부채,0.03227664352218102,0.044023845,154,0.013736400263193211,0.0
자본금,0.03236980011221464,0.029700069,229,0.03819673346603808,0.005161290322580681
영업이익,0.032281746600660195,0.039929435,141,0.03313631331949356,0.030967741935483926
부채비율,0.02417294792137313,0.018580528,226,0.010052013447683368,0.0
유동비율,0.026167465929690787,0.034083735,152,0.03183262661217069,0.0
당기순이익률,0.024460349939058528,0.035620485,192,0.023745215429780305,0.0
ROE,0.02813931279240518,0.034039903,206,0.02754028811274293,0.0
EPS,0.028236753301274856,0.031694207,120,0.01426883632771079,0.0
EV/영업이익,0.03004595121614869,0.03492485,213,0.02184293624661953,0.0
부채비율 변화율,0.029418390720340436,0.034510203,297,0.04167754635969761,0.0
유동비율 변화율,0.030488573530962036,0.030605523,252,0.044144599434122744,0.0
영업이익률 변화율,0.025513963981772816,0.023076985,209,0.024283371933708962,0.0
당기순이익률 변화율,0.027484008543706855,0.025196932,172,0.017974831772379025,0.0
매출액 변화율,0.02789451736992858,0.021941137,129,0.023482543499547637,0.03225806451612908
ROE 변화율,0.028239996814112087,0.026236454,219,0.021142419480291122,0.0
EPS 변화율,0.03645102683288624,0.05285577,201,0.03951202010933747,0.0
EV/영업이익 변화율,0.024826524313590764,0.03182929,249,0.032982759967884974,0.0
DLR,0.020887609012677055,0.038995914,127,0.02445532957148415,0.0
PPI (%),0.04022408317853093,0.04069354,181,0.028948672559694518,0.0
