,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.0820495729307077,0.087134816,858,0.08962049516376484,0.014838709677419282
의무보유확약비율,0.1214547028361278,0.0989188,1381,0.1519423658902236,0.0
(확정)공모가격,0.07463561193465541,0.080940396,742,0.10675812060197021,0.03225806451612898
청약경쟁률,0.13697514983296358,0.12457364,1439,0.16424460252790507,0.047741935483870936
공모후 발행주식수,0.05039917551713989,0.050025303,722,0.057008232899924516,-0.007096774193548427
최대주주 소유주 비율,0.05937032737854296,0.05677296,727,0.05019674270992269,0.0
최대주주 보호예수 기간,0.027391617924470684,0.061103165,169,0.023818644015119433,0.0
보호예수 비율,0.07505328264660016,0.06490237,1089,0.06730646192087716,0.0
부채비율,0.05109047395824369,0.051660378,614,0.02548823392234434,0.0
유동비율,0.0558430218158674,0.049653865,646,0.05137952904256741,0.0
영업이익률,0.050251958333551075,0.05196494,394,0.026544956646763134,0.0
당기순이익률,0.048849500867225816,0.055704255,353,0.04728640494995996,0.0
ROE,0.05453343190838613,0.054819603,694,0.05228883447429575,0.0
EPS,0.05448005509983914,0.0578926,522,0.0338724839834839,-0.007741935483870999
EV/영업이익,0.057622117015678695,0.053932928,649,0.052243891250877916,0.0019354838709677135
