,RandomForest,XGBoost,LightGBM,GradientBoosting,LogisticRegression
단순 기관경쟁률,0.05105582332465463,0.04764896,289,0.038039459093351456,0.0
의무보유확약비율,0.08894048596031255,0.06032433,524,0.10133453447877704,0.0
(확정)공모가격,0.044468659549273606,0.046963193,293,0.08407889014996735,0.0
청약경쟁률,0.11130835326277291,0.08640981,446,0.15846062056148238,0.0
공모후 발행주식수,0.023311992940595955,0.024307232,218,0.017893121175354278,0.0
최대주주 소유주 비율,0.03383841930364441,0.027296329,294,0.03783697839968769,0.0
최대주주 보호예수 기간,0.014060639728126644,0.031416215,84,0.01779264333362579,0.0
보호예수 비율,0.048554281481533706,0.032812927,366,0.03742765281064737,0.0
총부채,0.027112081617661477,0.032745797,178,0.012504382882878404,0.0
자본금,0.034358777290719844,0.023966977,275,0.042216326254578586,0.0
영업이익,0.029795810064043863,0.036568705,157,0.037635906565807765,-0.000645161290322549
매출액,0.025563050024763095,0.031518426,154,0.023508462343207172,0.0006451612903225934
부채비율,0.027371242309880375,0.020430062,215,0.01626316469994153,0.0
유동비율,0.02829325089312093,0.03493477,231,0.04862943436784767,0.0
영업이익률,0.027169542608945083,0.031278882,141,0.013850140187508833,0.0
당기순이익률,0.027296672104696603,0.026705928,178,0.013507809350438117,0.0
ROE,0.031856612349961656,0.032689877,245,0.026751677140184466,0.0
EPS,0.03139535774819756,0.03152558,209,0.015863763501671166,0.0
EV/영업이익,0.02941866112884512,0.03126717,300,0.033648819604535994,0.0
기업경기실사지수(BSI),0.018624733970657767,0.023291761,49,0.010655653176392076,0.0
소비심리지수(CSI),0.02544931982896293,0.02799089,233,0.02081299167024745,0.0
수출입 물량지수,0.02747292630665105,0.034349956,190,0.024429169383029706,0.0
외환보유액,0.028022356894565188,0.023884717,162,0.01963463341658257,0.0
원달러 환율,0.027726804037084486,0.029890006,156,0.031096224974060626,0.0
통화량 (M2),0.03559950032376854,0.037187662,73,0.005837586155126527,0.0
기준금리,0.012507244329950718,0.022344932,44,0.004912807059338067,0.0
국고채 금리 스프레드,0.02957514262628619,0.04419944,156,0.032314191271419164,0.0
KOSPI_1001,0.030813104894651205,0.041797377,290,0.03663973989127628,0.0
산업코스피,0.029039153095671684,0.024252117,258,0.0364232161010346,0.0
