기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,섹터
퀀타매트릭스,2020,Dec_20,185,1.5,25500,167,2020-12-09,14589324,22240845242,5510220244,2311753978,2455404589,6441162000,-1.16845E+11,1162097,-7252056257,-7233190003,-5.5,1407810769,-0.043179843,9.620766506,-5.151300456,-5.137899327,0.065516598,-495.7865082,-3.169295177,32.73,2,59.54,-0.005378754,-5.170357775,12.810737,73.50686223,1407810768,-0.551245537,3878.036843,-1.160324131,92.86,100,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.011840002,-0.000878417,0.135085,Growth
퀄리타스반도체,2023,Oct_23,818.5,26.29,17000,1632,2023-10-27,10193520,7256819362,8646586217,9074092624,9424539077,4169760000,-10379800574,2197683414,-3292521363,-2539505707,21.5,6040367765,-4.610415016,0.799729478,-0.545086242,-0.420422366,0.63292115,-249.1294182,0.788218461,26.92,3,81.82,-0.333763427,-0.390943987,-0.20483846,-0.209001809,6040367764,0.094361504,-25.35250198,-0.297082248,66.67,200,-0.015396007,0,1.780606285,0.004921015,-0.016959035,0.002682986,1.780606285,-0.003649464,0.008343579,0.000782591,-0.011410637,0.016613222,-1.025747,Growth
큐라클,2021,Jul_21,1219,7.23,25000,1500,2021-07-22,13355968,8909941033,1946579773,594697903,736094900,5657984000,2042165196,-48872630753,-2436953361,-2415690291,22.6,0,-0.032322385,14.98229771,0,0,0.058672448,-180.8697274,-3.908867587,17.03,3,59.03,0.119496992,12.94207208,0,0,0,-0.670004663,1961.228427,-3.052321954,93.33,100,0.035389335,0,0.427576858,0.002508424,0.063516851,0.001047737,0.427576858,0.008544584,0.011487506,0.000846741,0.006036899,-0.128827551,-0.240773,Growth
큐라티스,2023,Jun_23,52.89,0,4000,155,2023-06-15,26876911,11011536585,53481441762,36549389258,7600279713,11635955500,-16528162931,1474815558,-21482059260,-35758464934,46.3,8409446476,-12.91911218,0.301278265,-2.554515249,-4.252178195,10.4636712,-1330.452928,-0.946990655,16.5,3,57.23,98.04399571,-1.844345879,8.135852338,8.574243077,8409446475,-20.3106498,-572.3529417,-0.452371416,93.75,-166.67,0.008045105,0,7.558313745,-0.001453792,0.003655146,0.001517946,7.558313745,-0.008453515,-0.01879191,-0.003708909,0.00599768,-0.012074043,-0.066498,Growth
큐로셀,2023,Nov_23,20.88,4.7,20000,178,2023-11-09,13598293,26180914323,62211970214,9948815372,34334357943,5982368000,-1.43478E+11,7236485383,-1.39745E+11,-12610702106,8.5,0,-0.339962287,2.631560979,0,0,0.096812464,-927.3739069,-0.315643722,11.32,5,85.21,0.808843389,2.243392768,0,0,0,-0.232536516,1932.185409,-2.539622762,70,-264.86,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,-0.016391921,0.025960645,-0.03594,Growth
큐리언트,2016,Feb_16,709.15,35.24,21000,959,2016-02-29,7227262,5001273394,494374231,860117201,112365585,2816411000,-29825490089,0,-6426665925,-7536642922,85.7,0,-0.036005774,5.814641758,0,0,0.279041092,-1042.807487,-0.703812037,13.52,1,54.93,1.51303962,-8.695350436,30.87061597,49.73150062,-1,-0.221785302,438.5553659,-3.966487957,92.86,100,-0.008160661,0,0.169148247,-0.002741831,-0.004556467,0.001290134,0.169148247,-0.001513061,0.006088988,0.004039576,0.011317798,0.004806088,-0.308629,Growth
큐리옥스바이오시스템즈,2023,Aug_23,191,1.2,13000,10,2023-08-10,8010968,11384,36200,2653,1693,3284,-37457,5760,-2426,-2030,33.3,2152,-0.152958153,4.290991331,-1.12732342,-0.94330855,0.071446169,-0.000253403,-17.8227535,0.89,2,63.35,0.018578371,-0.629290856,0.450816693,0.645471331,2151,-0.342299783,0.00118188,-13.98245931,92.86,0,-0.027929458,0,1.8335043,0.005298303,0.016239567,0.00474177,1.8335043,-0.005358635,-0.024872397,0.000658179,0.008950041,-0.001862683,0.37565,Growth
큐알티,2022,Nov_22,86.97,13.79,44000,7,2022-11-02,3961829,35518206323,32230347945,13511229656,11528731325,1326540000,35604079628,1637184322,7290281763,6792418592,-12.8,31683144251,0.649245184,2.628791548,0.230099693,0.214385875,0.176116291,1714.465362,5.858291171,61.62,2,75,-0.25424096,0.905766736,0.000351597,0.040743686,31683144250,-0.227039662,-1437.031738,3.732944225,93.33,-64.35,-0.043453879,0.100461896,16.18611029,0.004199369,-0.034567844,0.002004518,16.18611029,-0.02622676,0.050911923,0.003229929,-0.013490487,-0.010880828,0.394247,Growth
크래프톤,2021,Aug_21,243,22.05,498000,7,2021-08-10,48898070,1.44058E+12,6.57111E+11,5.09714E+11,1.66919E+11,4278618500,2.3195E+11,1.81053E+11,2.27178E+11,1.94018E+11,-8.8,4.60993E+11,1.621527258,2.826248297,0.492801209,0.420869938,0.46495749,3967.807673,6.255250638,13.28,6,58.53,-0.779572182,-0.352034728,0.029524259,0.087861142,4.60993E+11,-2.179847043,-7408.248456,4.686389571,51.85,100,-0.045124533,0.288675135,-0.087203921,0.002566586,-0.059303298,0.00240379,-0.087203921,0.009216105,0.011377454,0.002659488,-0.006628737,-0.101269911,-0.93195,Growth
크리스에프앤씨,2018,Oct_18,7.89,0,30000,0,2018-10-01,11715480,1.34609E+11,80796642252,72898297195,4090000000,9957480000,1.2805E+11,-775186232,19936407762,18427653080,-20,1.23422E+11,0.561008065,1.846531542,0.161530049,0.149305719,0.134280954,1572.931974,6.942943376,59.6,2,67.06,-0.167700595,0.307061354,-0.003296976,0.031609016,1.23422E+11,-0.13822855,-1250.572925,4.297037652,95,-95.24,-0.071770955,0,0.328969773,0.004182854,-0.014369783,0.005824779,0.328969773,0.004037307,0.005846709,0.004235352,0.005379553,0.002386914,-1.077649,Protective
클로봇,2024,Oct_24,933.9,0.87,13000,1037,2024-10-28,23955983,23825955342,4777978936,5885893813,1347565650,10432991500,-45674517979,3094362088,-5907215539,-5574612240,-22.5,11551156056,-0.225010809,4.047975736,-0.511396046,-0.482602106,0.173409143,-232.7022957,-3.617690039,16.21,36,71.77,0.006605773,-0.235967961,-0.273213494,0.444842907,11551156055,-0.440026932,704.3468908,0.912919061,66.67,240,0,-0.041239305,-0.101678565,-0.000293191,-0.02304583,0.001723457,-0.101678565,0.010562896,-0.021814839,0.004563404,0.010924093,-0.005630209,-0.644137,Growth
클리노믹스,2020,Dec_20,494,1.19,13900,341,2020-12-04,13205141,11901306848,9917097637,1637521531,1678785092,1117364900,-17159203046,198036474,-5765827798,-6724218652,36.7,6973715142,-0.209312556,7.267878084,-0.826794281,-0.964223304,0.424406894,-509.2121812,-3.208923074,24.14,2,53.21,4.637109563,-1.762403663,0.268533502,0.440310697,6973715141,-0.851123864,-73.00664999,-2.084784784,94.12,100,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.011221526,-0.000878417,-0.052457,Growth
클리오,2016,Nov_16,153.08,10.42,41000,5,2016-11-09,17988000,40637901116,35396898967,27946452462,3775200521,7312207500,33147105356,400434434,15451834876,11892942165,-10.2,90300608069,0.776354605,1.454134516,0.171115513,0.131703899,0.291067443,661.1597824,2.867824272,69.03,6,73.75,-0.541821055,0.455402406,-0.039475625,-0.033543964,90300608068,-0.376921006,-322.5097686,1.693124704,93.33,100,0.048399361,0,0.393438913,0.00112417,-0.039364018,0.003749295,0.393438913,-0.008030672,0.018070154,0.001479649,-0.007418337,0.020283903,-0.287281,Sensitive
타이거일렉,2015,Sep_15,230.02,1.36,6000,242,2015-09-25,5589290,15323422748,18912162100,6053586975,7322490168,2290000000,18477204664,92303041,1892888374,1421879713,23.8,13916104167,0.641246061,2.531296372,0.136021429,0.102175127,0.068164586,254.3936194,11.01993546,44.74,6,74.34,-0.080048387,0.403291964,0.000972428,-0.00486169,13916104166,-0.074551068,-241.5989909,5.466391707,93.33,0,-0.096494932,0,-0.124095368,-0.001381227,0.004881007,0.002430036,-0.124095368,-0.005707921,0.01444603,0.001959135,-0.013413331,-0.000337438,0.997077,Growth
탑런토탈솔루션,2024,Nov_24,841.12,1.2,18000,984,2024-11-01,19592224,2.14427E+11,1.76127E+11,2.15655E+11,43591378363,8508612000,98171840731,8749642966,14863499071,10427172986,-23.7,2.55557E+11,2.245914954,0.994306074,0.058161249,0.040801793,0.090333227,532.2097678,8.834230322,58.27,6,87.84,-0.862884004,0.119216414,0.000403996,-0.003276821,2.55557E+11,-0.160008651,-623.9111238,5.649920485,77.78,300,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,-0.010529243,0.039843071,-0.677916,Sensitive
탑머티리얼,2022,Oct_22,451.49,20.61,30000,11,2022-10-18,7988047,26475079948,17904752888,7951729310,2244367004,2975505000,1811143827,400917817,8269640026,7579613965,23.3,37807938027,1.965487292,3.329474497,0.218727613,0.200476788,1.461111632,948.8694752,4.133642627,2.14,6,67.79,4.020384701,-1.984481893,0.06765191,0.066186791,37807938026,2.995123225,412.5129788,-1.30273098,95.24,100,-0.043047265,0.10020555,-50.79292707,0.004499218,0.035562585,0.00205625,-50.79292707,-0.02268786,0.023840808,0.002312225,-0.014202221,-0.016866177,0.352342,Growth
태웅로직스,2019,Dec_19,1,2.53,4500,619,2019-12-10,17650000,67835495741,12633033365,53070188627,411603068,1500000000,26859852052,-2001208794,10032649367,6782338066,35.8,1.55888E+11,2.029003965,1.278222247,0.06435792,0.043507667,0.257309832,384.2684457,2.689891416,25.4,6,77.34,-0.120142147,0.043608313,0.016444516,0.013509396,1.55888E+11,-0.093606668,-30.34852895,0.851987911,94.74,100,0.028491461,-0.096225045,-0.174307783,-0.002745304,0.014222024,-0.004637151,-0.174307783,0.002546062,-0.0115407,0.001657705,0.007517947,0.008720665,-0.356168,Protective
테고사이언스,2014,Nov_14,591.09,76.71,13500,622,2014-11-06,3560000,12058755000,5119266000,457104000,2634788000,1505660000,10217548000,-466690000,519536000,446674000,130,2778141000,0.274675703,26.38076893,0.187008507,0.160781616,0.039681365,125.4702247,27.11290267,55.74,6,58.58,0.080458625,3.638048504,-0.1014769,-0.092292228,2778140999,-0.101866307,-322.8913202,19.63421464,93.33,150,0.058337785,-0.06415003,0.296946801,-0.002150388,-0.018473977,-0.001190383,0.296946801,-0.003873821,0.013031857,0.004807003,-0.007206216,-0.019518613,0.45177,Growth
테라셈,2014,Oct_14,18.4,0,3000,54,2014-10-30,13966340,12352963879,9009596249,6925826752,131939880,6056170000,4913623671,-302208665,2931515764,2026014611,-8.5,13190836332,0.661608661,1.78360856,0.22223881,0.153592582,0.189922519,145.0641049,4.879657709,59.75,6,61.78,-0.229462191,0.236067877,0.018212008,-0.003109748,13190836331,-0.397322201,-218.2892561,3.021290136,93.75,-120,0.036391452,-0.061195228,0.200217402,-0.002982954,0.023031786,-0.002382175,0.200217402,-0.003994463,0.011415158,0.003592155,-0.00745985,-0.013528517,-0.443899,Growth
테이팩스,2017,Oct_17,16.81,0,23000,2,2017-10-31,4717650,27173801077,1.29301E+11,18687716232,62194789006,3575000000,4493087196,3323414,6381993525,4023875613,17.4,53962227525,10.02086366,1.45409962,0.118267792,0.074568375,0.498534371,852.940683,11.84456831,45.39,6,70.79,-12.65999796,-0.099390045,0.034279385,0.066838558,53962227524,0.378731334,748.7589715,-1.524439593,92.86,0,0.019444151,0,0.241075117,0.002827135,-0.018855785,0.003423811,0.241075117,0.001913376,-0.002068453,0.001846781,0.00557288,-0.032075407,-0.559058,Sensitive
텔콘,2014,Nov_14,162.88,8.81,14500,482,2014-11-24,5022000,31364095,3605331,9359316,384433,2000000,23340463,-114786,3494397,2747946,-19,26620141,0.386263132,3.351109739,0.131268914,0.103228078,0.10893448,0.547181601,7.218892702,69.69,6,75.72,-0.0442332,0.296480598,-0.080126214,-0.065927622,26620140,-0.241591363,-1.023745121,4.936072947,92.86,100,0.058337785,-0.06415003,0.296946801,-0.002150388,-0.018473977,-0.001190383,0.296946801,-0.003873821,0.013031857,0.004807003,0.00701362,-0.019518613,-0.034352,Sensitive
토니모리,2015,Jul_15,417,55.2,32000,771,2015-07-10,11760000,58205748234,43761063028,39776373831,9990346190,2000000000,50200091241,0,4667389651,4574733980,57.8,49903260587,0.953383775,1.463324648,0.093528751,0.091672046,0.087638429,389.0079915,11.18400115,63.95,6,80,-0.008254691,0.026969304,0.021046557,0.035058846,49903260586,-0.146398763,-598.5922849,7.846653205,93.75,147.37,-0.079424582,-0.08247861,0.441734336,-0.002168798,-0.050877363,0.001311738,0.441734336,0.010064737,0.012957792,0.003408945,-0.007702712,0.02113191,-0.400938,Sensitive
토마토시스템,2023,Apr_23,363.22,1.89,18200,266,2023-04-27,5194222,13199327799,4121796244,3150954940,1440720977,2145611000,4983430364,0,7457456006,4576290898,-19.5,27089927107,0.644080415,4.188992877,0.2752852,0.168929613,0.641922338,881.0349072,1.706942437,19.35,1,51.81,-4.702983318,3.194283642,0.209957637,0.112683162,27089927106,-0.143168678,633.5337752,-0.157795806,94.12,0,0.038204577,0,8.113501607,0.001377489,0.021113267,0.000344281,8.113501607,-0.007236814,0.008302613,-0.003112393,0.007283253,0.007775921,0.47822,Growth
토모큐브,2024,Nov_24,967.71,0.13,16000,39,2024-11-07,12731194,11895455197,4003714711,1706735884,283506523,5335597000,0,-56451486345,-4494712267,-4261303127,-37.1,2928075020,-0.038935885,6.969710609,-1.535039996,-1.455325802,0.083365528,-334.713549,-3.094508986,18.07,36,67.83,0.003237245,-2.012050932,0.26176943,4.829309996,2928075019,-0.397134877,1515.089265,-0.464565032,71.43,204,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,-0.011075324,0.039843071,-0.542219,Sensitive
툴젠,2021,Dec_21,29.54,0.03,70000,164,2021-12-10,7852427,14337280215,12163881529,4946055952,1418784610,3408356500,-69819321605,86547286287,-15544181434,-15597313149,30.1,1346864344,0.316087557,2.898729888,-11.54101488,-11.58046333,-0.774586033,-1986.304763,-1.295424997,1.43,1,36.08,0.201972399,-8.406686361,9.187741988,9.030826238,1346864343,-0.229871617,-114.5568588,0.529995985,93.33,-150,-0.006675127,0.19245009,-0.26390105,0.005407792,0.033963032,0.00192955,-0.26390105,-0.011332326,0.006347894,0.002792556,0.010327036,-0.023723206,0.02903,Growth
트루엔,2023,May_23,1688.87,7.78,12000,2963,2023-05-17,10999650,43372278817,11717357069,3748346739,236755045,842465000,48780183444,0,9009323935,7633486968,43.3,38831800711,0.080308124,11.57104234,0.232008915,0.196578238,0.153830704,693.9754418,5.672404996,1.38,6,61.91,-0.051853207,3.814208057,-0.04091388,-0.040210624,38831800710,-0.050893758,-80.57075371,1.297577131,95,100,0.015215494,0,7.811027891,-0.002452085,0.007159509,0.000774806,7.811027891,-0.008663212,0.011199033,-0.001033985,0.006928198,0.008541099,-0.191017,Sensitive
트루윈,2014,Jul_14,472,44.6,10500,1018,2014-07-11,7439388,16827941000,24796169000,17630491000,8160467000,2550000000,11563431000,7398000,4040784000,3593138000,37.6,15254810000,1.826447866,0.95447943,0.264885895,0.235541315,0.25445659,482.9883856,3.91833664,28.5,2,42.59,-1.110294404,0.073779709,0.092352078,0.083524426,15254809999,-0.465299415,-559.9768422,2.499748433,94.12,178.57,-0.022369977,0,-0.151374312,0.000444151,-0.034662983,0.001640387,-0.151374312,0.00632068,-0.009862789,0.000560001,-0.005781499,0.008733595,-0.227048,Sensitive
트윔,2021,Nov_21,1627.34,9.3,22000,2261,2021-11-17,7254294,41514927706,12546976949,4429436493,458868267,2999147000,41633717589,4540735306,2703519626,3216959496,86.8,15038598227,0.09940913,9.372507716,0.17977205,0.213913521,0.065420459,443.4559029,18.1887342,50.42,6,68.52,-0.053812379,3.156552407,0.036919405,0.129026816,15038598226,0.031672086,229.7901847,0.581199669,93.33,161.54,0.024617995,0.19245009,0.331185785,0.003326993,0.011856766,0.001692276,0.331185785,0.011290091,0.005782355,0.003287666,0.009482526,0.005113731,-0.69812,Growth
티디에스팜,2024,Aug_24,1331.2,3.37,13000,1608,2024-08-21,5530000,25445,9353,10370,683,500,26545,-3300,938,809,300,7363,0.465487471,2.453712633,0.127393725,0.109873693,0.034070331,0.000146293,25.31449893,50.08,6,81.78,-0.015009369,0.021521873,-0.039533627,-0.046138155,7362,-0.170244335,-0.000701447,20.74013689,71.43,291.67,-0.020723142,0,-0.09963933,0.002185851,0.031512594,0.003131915,-0.09963933,0.003710266,-0.016542625,0.001991647,-0.020882137,0.000199355,-1.151939,Growth
티라유텍,2019,Oct_19,1,11.5,12050,1164,2019-10-31,5433750,13923117378,9482183272,5786379079,2708733086,427500000,7057152884,7696744,1707427033,1478830813,71.4,14807378066,1.133838193,2.406188255,0.115309208,0.099871213,0.197378778,272.1565793,8.732547978,50.89,6,79.91,-0.758390395,0.23907545,0.040022089,0.032881547,14807378065,-0.016774933,-8.574766782,4.577638823,93.33,100,-0.043419817,-0.096225045,0.086487171,0.002365048,0.044200133,0.000736536,0.086487171,0.005978943,0.022520997,0.001176518,0.007471344,0.027443473,-0.508649,Growth
티로보틱스,2018,Nov_18,56.9,0.4,16000,177,2018-11-29,5399459,28453228502,18725561994,23753587760,6086668708,2287729500,-3183622228,3.47674E+13,2320564612,2808274186,-18.4,33808161772,0.000858304,1.197849722,0.068639183,0.083064977,8.08E-05,520.1028818,7.471687683,21.44,1,40.12,8.11856104,0.231549181,-0.022109555,-0.020773507,33808161771,1.975611298,-833.3472428,5.381512068,93.33,0,0.053377611,0.096225045,-0.117742596,-0.004959192,-0.022686821,-0.007464249,-0.117742596,0.002766469,0.00601701,0.004239891,-0.011162098,-0.002131333,-0.333386,Growth
티슈진,2017,Nov_17,299.49,22.45,27000,299,2017-11-06,63315495,8274067,23697373,2629177,14652685,2232,-56686767,-1285,-2875741,-3285740,58.1,0,-0.304870989,3.147017869,0,0,0.057964055,-0.051894722,-5.108101877,27.54,1,63.2,0.014850999,-4.696340726,-0.451677284,-0.549811195,-1,0.176071105,-0.15137481,-8.565266462,95,100,0.021927637,0.115470054,0.235830484,0.003987571,0.026806842,-0.004481957,0.235830484,0.004470275,-0.013740063,0.001892746,0.006002266,-0.029049167,-0.558971,Growth
티쓰리엔터테인먼트,2022,Nov_22,1744.08,3.85,1700,1384,2022-11-17,65587752,82010225340,26723472603,24695521728,4649407871,4807775200,45769637627,10841926469,7771586162,9203380020,22.6,35655624287,0.477779962,3.320854131,0.21796242,0.258118606,0.149844986,140.3216262,10.21525937,35.39,30,68.42,-0.112927345,0.359701375,0.085013415,0.110941292,35655624286,-0.03964483,-13.76375527,2.640555599,93.75,100,-0.043453879,0.100461896,16.18611029,0.004199369,-0.034567844,0.002004518,16.18611029,-0.02622676,0.050911923,0.003229929,0.011933695,-0.010880828,-0.178494,Growth
티앤알바이오팹,2018,Nov_18,101.9,1,18000,500,2018-11-28,8118084,12053797627,915573613,382013000,5438224149,3237777000,0,-10297407405,-2212091392,-2126330036,-30.6,515080089,-0.824439357,31.55337024,-4.294655218,-4.128154206,0.30119566,-261.9251089,-3.231843909,36.29,3,62.5,-0.747467501,-29.44989333,5.9610954,5.878473786,515080088,-0.488668439,237.9594152,-1.050851638,93.75,0,0.053377611,0.096225045,-0.117742596,-0.004959192,-0.022686821,-0.007464249,-0.117742596,0.002766469,0.00601701,0.004239891,-0.011246889,-0.002131333,-0.446437,Growth
티앤엘,2020,Nov_20,338.91,0.28,36000,1109,2020-11-20,4064000,14314709178,30680492090,3978606997,4013289128,2020000000,33175532594,115046549,4390989459,3904326134,50,18332812143,0.226331494,3.597919872,0.239515325,0.212969298,0.110571002,960.7101708,8.427099516,56.63,6,59.19,-0.082689181,0.889284146,0.002971912,-0.010162332,18332812142,-0.112671699,-832.1828391,4.124913638,90.91,50,0.097184958,0,0.674269969,-0.003164989,0.128273285,-0.00554668,0.674269969,0.009673645,-0.011704328,0.003219317,0.010242951,-0.001659083,-0.282514,Growth
티에스아이,2020,Jul_20,1,4.75,10000,1621,2020-07-22,9267115,42854095717,17440019642,28402210851,6597033739,3894882500,-11839904768,1619416048,489983358,815584531,72,8064278218,-5.5329471,1.508829575,0.060759729,0.101135465,-0.128933813,88.00846121,51.62393856,43.2,2,61.59,-1.282078556,-0.085391135,-0.035079424,0.29963162,8064278217,-1.826363581,1394.618304,47.43547256,93.75,125,0.061903281,-0.19245009,2.832039351,0.002443455,0.034049518,0.001975826,2.832039351,0.003295281,-0.009161719,0.003179597,0.016886125,0.02819648,-0.182313,Growth
티에스인베스트먼트,2016,Dec_16,30.87,0,1300,2,2016-12-15,22421004,6356102491,8274876920,169158039,688113971,8600002000,5336285382,-162579981,1788331527,1380262372,46.9,3688129879,0.062239743,37.57493601,0.484888436,0.374244513,0.100209939,61.56113134,7.701987687,60.39,2,61.15,-0.191639584,35.1716513,-0.06511578,-0.046971989,3688129878,-0.1268407,-50.69631949,4.328985437,92.86,-150,-0.023094011,0,0.407260205,0.003004013,-0.03599298,0.001567792,0.407260205,-0.003167046,0.008929821,0.000653011,0.008450337,0.011679655,-0.455191,Sensitive
티에프이,2022,Nov_22,1295.18,4.83,10500,87,2022-11-17,11381000,32437194208,24353013179,14764283275,7513040087,900000000,34097595205,-484711180,5484503641,5040950585,-11.8,33228734268,0.645478464,2.197004325,0.165053041,0.151704562,0.146059964,442.9268592,6.292799911,9.23,6,77.09,-0.196677797,0.231984721,0.013613012,0.014827852,33228734267,-0.18347583,-422.3386232,3.550049544,92.86,100,-0.043453879,0.100461896,16.18611029,0.004199369,-0.034567844,0.002004518,16.18611029,-0.02622676,0.050911923,0.003229929,0.011933695,-0.010880828,0.048022,Sensitive
티엘비,2020,Dec_20,1,6,38000,1551,2020-12-14,4916315,38352050780,47221557946,30054619791,19702389338,2000000000,33812656957,3942640,13426110769,10942238927,43.4,1.42451E+11,1.389216444,1.276078388,0.09425052,0.076813884,0.305507476,2225.699315,2.667682415,23.23,1,75.88,-0.59274597,0.345780119,0.023806204,0.015865956,1.42451E+11,-0.05277169,376.8464893,0.252825341,92.86,100,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.010136226,-0.000878417,-0.217669,Sensitive
티움바이오,2019,Nov_19,37.3,0,12000,5,2019-11-22,23189926,64150350413,3488878751,1244638730,6590630,10307463000,-25276401785,1112740372,-3036048479,-2710742306,12.1,1000000000,-0.090301057,51.54134197,-3.036048479,-2.710742306,0.195633912,-116.8930986,-21.86658094,34.5,3,72.98,-0.062882819,6.429200636,1.606503174,9.470686133,999999999,-0.460363717,476.1064032,-16.38119031,94.12,-100,0.028522595,-0.096225045,-0.100352252,-0.001516711,0.0176504,0.005055637,-0.100352252,0.002347105,-0.002338804,0.001175374,0.007109562,-0.015142584,-0.258489,Growth
티웨이항공,2018,Aug_18,23.03,0,12000,1,2018-08-01,46974812,1.95267E+11,73832538266,1.60215E+11,27293070334,31047280369,22436375701,383079402,46392131874,36309855536,-3.7,2.03849E+11,3.480957138,1.218786024,0.227580865,0.178121332,0.674068239,772.9643609,1.758751059,58.32,6,67.67,-18.05300269,0.276121411,0.146937265,0.110132433,2.03849E+11,-3.843939074,-72.33350575,0.983476447,93.33,-123.81,-0.050500048,0,0.315798398,0.002470807,-0.013397524,0.006242372,0.315798398,0.004511693,0.014519413,0.000514445,-0.00703845,-0.000461612,-0.565741,Protective
티이엠씨,2023,Jan_23,31.33,5.36,28000,0,2023-01-19,11054364,1.63232E+11,49137249332,1.0536E+11,11830112406,4411557000,53761331667,531644285,44337906884,36874455090,0.4,2.37972E+11,1.996276322,1.549269279,0.186315395,0.154952707,0.628136419,3335.737369,2.146658486,23.18,2,71.57,-0.642245577,0.333850858,0.045057616,0.037152056,2.37972E+11,0.105787521,2374.417679,-0.755934478,93.33,-66.67,-0.013927714,0.046372937,-2.046632116,-0.004231203,0.034348917,0.004215393,-2.046632116,0.006625984,-0.005991513,0.004484222,0.010804928,-0.013966016,-0.114024,Sensitive
파두,2023,Aug_23,362,21.88,31000,78,2023-08-07,48059180,40747036867,39105031258,16024890787,14327091472,4177071900,1648530491,5803268522,-4313488564,-4104436260,-11,17663847173,2.610054105,2.542734138,-0.244198703,-0.232363665,-0.352952259,-85.40379299,-11.47565019,7.1,1,61.08,2.677380427,-3.759800446,-0.27092361,3.800506149,17663847172,-0.915150537,4647.510503,-38.69350973,92.86,100,-0.027929458,0,1.8335043,0.005298303,0.016239567,0.00474177,1.8335043,-0.005358635,-0.024872397,0.000658179,0.008823827,-0.001862683,-0.317913,Growth
파로스아이바이오,2023,Jul_23,303.31,0.83,14000,347,2023-07-27,12918962,13669277565,2813606520,646385582,66214567,5738481000,-74967655091,1423845107,-2229761675,-2032976451,-37.6,0,-0.010509501,21.1472501,0,0,0.029982547,-157.3637612,-7.072632072,32.67,3,66.2,0.005513236,4.621549302,0,0,0,-0.029834117,147.8106877,0.793652241,94.12,0,0.02046846,0,0.542958048,-0.003082356,0.002562041,0.001528515,0.542958048,-0.008276649,-0.014969939,0.003014131,-0.007938719,-0.001837215,-0.452289,Growth
파마리서치프로덕트,2015,Jul_15,728,57.9,55000,561,2015-07-24,8814498,19470267655,25250014837,6467003356,8943279358,3342249000,24990952433,-1938896621,3894357455,3025655544,108.2,8420450633,0.583848782,3.010709379,0.46248801,0.359322283,0.114632894,343.2589745,7.526273619,54.03,6,63.74,-0.208192116,1.220300494,0.001577452,0.002454584,8420450632,-0.242188697,-659.3763295,5.356374924,93.75,214.29,-0.079424582,-0.08247861,0.441734336,-0.002168798,-0.050877363,0.001311738,0.441734336,0.010064737,0.012957792,0.003408945,-0.008347159,0.02113191,0.027277,Growth
파멥신,2018,Nov_18,764.16,18.81,60000,322,2018-11-21,6812226,22320785700,2599789998,1464175173,2425130706,2994485500,0,-31656000679,-2284901041,-2565584500,6,1975000,-0.135697846,15.24461425,-1156.911919,-1299.030127,0.08951322,-376.6147071,-9.204455441,8.26,2,46.02,0.062567333,13.54358727,-1138.536083,-1267.967032,1974999,-0.155532029,575.1178001,-8.609821409,93.75,141.67,0.053377611,0.096225045,-0.117742596,-0.004959192,-0.022686821,-0.007464249,-0.117742596,0.002766469,0.00601701,0.004239891,-0.013927978,-0.002131333,-0.387399,Growth
파버나인,2014,Aug_14,241,18.7,12500,174,2014-08-04,4083000,16290259376,49946175140,25329630571,11289514397,1475000000,27784493036,-487590,2243392895,1906385270,-4,21928168475,1.251551254,0.643130555,0.102306442,0.086937734,0.065155505,466.907977,13.20200738,35.52,1,51.34,0.081278964,0.103620195,0.024145887,0.031357828,21928168474,-0.178247088,-1163.897712,10.24225081,95,26.67,-0.006582412,-0.057735027,-0.284908552,0.000986117,0.026572348,0.00167364,-0.284908552,0.008658642,0.005421065,0.001859213,0.004765401,-0.00910523,-1.071411,Protective
