latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,date,latent_dim,dropout_rate,batchnorm,epochs,early_stopping_patience,batch_size,kernel_regularizer
2.6753764,1.7809767,3.135178,4.2479463,7.2757125,0.076666616,0.0,0.0,3.3270285,0.126006,1.1001987,3.4672039,0.0,0.0,2.4981797,0.0,2014-03-12,16,0.2,True,100,5,32,True
2.6708922,1.7653474,3.1354983,4.2415075,7.268192,0.06997128,0.0,0.0,3.3224225,0.12910555,1.0975343,3.4671433,0.0,0.0,2.5040362,0.0,2014-03-13,16,0.2,True,100,5,32,True
2.665533,1.7502365,3.130322,4.2357574,7.256734,0.061552014,0.0,0.0,3.3169658,0.13648137,1.1013153,3.4583852,0.0,0.0,2.5156608,0.0,2014-03-14,16,0.2,True,100,5,32,True
2.6680517,1.7352805,3.1329834,4.2310896,7.2519374,0.057725668,0.0,0.0,3.315035,0.14185467,1.1004634,3.4581456,0.0,0.0,2.524517,0.0,2014-03-17,16,0.2,True,100,5,32,True
2.6658492,1.7203591,3.1304772,4.2239494,7.2400413,0.05152879,0.0,0.0,3.3099108,0.14672881,1.0984797,3.4554396,0.0,0.0,2.5307848,0.0,2014-03-18,16,0.2,True,100,5,32,True
2.6647274,1.7045158,3.1316319,4.215811,7.2282434,0.049629327,0.0,0.0,3.3047485,0.14966232,1.0938016,3.4514942,0.0,0.0,2.5364428,0.0,2014-03-19,16,0.2,True,100,5,32,True
2.6639147,1.6872606,3.1322975,4.203271,7.207161,0.050686106,0.0,0.0,3.296491,0.1543498,1.0871705,3.4447162,0.0,0.0,2.5415614,0.0,2014-03-20,16,0.2,True,100,5,32,True
2.657986,1.6681226,3.1268554,4.192306,7.1899004,0.043306828,0.0,0.0,3.2893267,0.1573411,1.0859388,3.4375014,0.0,0.0,2.551658,0.0,2014-03-21,16,0.2,True,100,5,32,True
2.6561513,1.6549367,3.1249623,4.182463,7.174817,0.04235753,0.0,0.0,3.283867,0.15913734,1.0822228,3.4323492,0.0,0.0,2.5574186,0.0,2014-03-24,16,0.2,True,100,5,32,True
2.6474533,1.6495943,3.1216755,4.172408,7.153483,0.043544862,0.0,0.0,3.2741215,0.15941161,1.0754274,3.426117,0.0,0.0,2.5555568,0.0,2014-03-25,16,0.2,True,100,5,32,True
2.642722,1.6420695,3.1275604,4.1616054,7.1411033,0.049751125,0.0,0.0,3.267761,0.15295568,1.0622002,3.4284296,0.0,0.0,2.5511577,0.0,2014-03-26,16,0.2,True,100,5,32,True
2.6341536,1.6380204,3.1273532,4.1500597,7.1150475,0.057360377,0.0,0.0,3.2558463,0.15245113,1.0516632,3.4196453,0.0,0.0,2.548878,0.0,2014-03-27,16,0.2,True,100,5,32,True
2.6294904,1.6334659,3.1333756,4.13704,7.0873823,0.070904836,0.0,0.0,3.2436738,0.1521309,1.0373945,3.411496,0.0,0.0,2.544477,0.0,2014-03-28,16,0.2,True,100,5,32,True
2.6240835,1.6212158,3.1343465,4.1237793,7.06503,0.076815926,0.0,0.0,3.2339847,0.14987871,1.0296454,3.4018023,0.0,0.0,2.5463731,0.0,2014-03-31,16,0.2,True,100,5,32,True
2.6141782,1.6120278,3.1298585,4.1115613,7.0371203,0.07918408,0.0,0.0,3.221081,0.15134475,1.0251873,3.3886194,0.0,0.0,2.546857,0.0,2014-04-01,16,0.2,True,100,5,32,True
2.61409,1.6029845,3.1287262,4.107743,7.0225415,0.08509563,0.0,0.0,3.21525,0.15137658,1.0208085,3.3821647,0.0,0.0,2.5433846,0.0,2014-04-02,16,0.2,True,100,5,32,True
2.6149466,1.5957,3.1192331,4.1115274,7.012448,0.08355959,0.0,0.0,3.2118077,0.15569395,1.0271701,3.371113,0.0,0.0,2.5413308,0.0,2014-04-03,16,0.2,True,100,5,32,True
2.619363,1.5884811,3.1077142,4.1175117,7.0040812,0.07942903,0.0,0.0,3.2106357,0.16328305,1.037742,3.3601563,0.0,0.0,2.5385466,0.0,2014-04-04,16,0.2,True,100,5,32,True
2.6263957,1.5719992,3.0877519,4.1229753,6.9971113,0.07067084,0.0,0.0,3.2111776,0.1737651,1.0617782,3.3364303,0.0,0.0,2.5494547,0.0,2014-04-07,16,0.2,True,100,5,32,True
2.6260996,1.5614519,3.0567067,4.1364574,6.9955826,0.04137581,0.0,0.0,3.2136042,0.18791386,1.0970194,3.3166974,0.0,0.0,2.5576658,0.0,2014-04-08,16,0.2,True,100,5,32,True
2.62626,1.5573187,3.0306287,4.154181,7.001466,0.01024228,0.0,0.0,3.218997,0.20130527,1.1298105,3.3057444,0.0,0.0,2.5626364,0.0,2014-04-09,16,0.2,True,100,5,32,True
2.6267273,1.5564148,3.012387,4.1680794,7.0022254,0.0,0.0,0.0,3.2219357,0.21292466,1.1529783,3.29708,0.0,0.0,2.5626447,0.0,2014-04-10,16,0.2,True,100,5,32,True
2.624917,1.5546645,2.9938686,4.1852026,7.0115466,0.0,0.0,0.0,3.227705,0.22407037,1.1806383,3.290106,0.0,0.0,2.565795,0.0,2014-04-11,16,0.2,True,100,5,32,True
2.6295493,1.5490938,2.9825158,4.198077,7.021115,0.0,0.0,0.0,3.2354074,0.23377961,1.2028524,3.2869616,0.0,0.0,2.5686395,0.009686535,2014-04-14,16,0.2,True,100,5,32,True
2.6300898,1.5482538,2.9683697,4.2169166,7.0392036,0.0,0.0,0.0,3.2464602,0.24522167,1.2322376,3.2826955,0.0,0.0,2.5773592,0.027415179,2014-04-15,16,0.2,True,100,5,32,True
2.630483,1.5509838,2.9622047,4.233851,7.058258,0.0,0.0,0.0,3.2568865,0.25287974,1.2540544,3.2817152,0.0,0.0,2.5821488,0.037594117,2014-04-16,16,0.2,True,100,5,32,True
2.6268442,1.5536736,2.9481285,4.2539825,7.0805316,0.0,0.0,0.0,3.2684023,0.26306304,1.2861011,3.278242,0.0,0.0,2.5926113,0.05441069,2014-04-17,16,0.2,True,100,5,32,True
2.625031,1.5581269,2.9407463,4.270168,7.1008487,0.0,0.0,0.0,3.2793036,0.26882532,1.30832,3.280148,0.0,0.0,2.598013,0.0641984,2014-04-18,16,0.2,True,100,5,32,True
2.6218832,1.5645821,2.932689,4.286449,7.118352,0.0,0.0,0.0,3.2888741,0.27464452,1.3303077,3.27733,0.0,0.0,2.604177,0.07449655,2014-04-21,16,0.2,True,100,5,32,True
2.6200187,1.5667592,2.9252534,4.2989793,7.125821,0.0,0.0,0.0,3.2942011,0.28467047,1.350599,3.2669296,0.0,0.0,2.6145275,0.08834654,2014-04-22,16,0.2,True,100,5,32,True
2.6146052,1.5716002,2.9188173,4.314738,7.141523,0.0,0.0,0.0,3.3007586,0.29229182,1.3708684,3.2644818,0.0,0.0,2.622268,0.098069414,2014-04-23,16,0.2,True,100,5,32,True
2.6096377,1.5763621,2.918462,4.3248706,7.1480746,0.0,0.0,0.0,3.3036156,0.29940552,1.3821903,3.2624595,0.0,0.0,2.6242456,0.101205364,2014-04-24,16,0.2,True,100,5,32,True
2.6051369,1.5819471,2.9217215,4.33527,7.162654,0.0,0.0,0.0,3.3085353,0.30017218,1.3896694,3.265673,0.0,0.0,2.6241293,0.100263804,2014-04-25,16,0.2,True,100,5,32,True
2.6022792,1.5923516,2.9211104,4.3486533,7.1736174,0.0,0.0,0.0,3.312333,0.3067013,1.4005848,3.264407,0.0,0.0,2.625412,0.10360747,2014-04-28,16,0.2,True,100,5,32,True
2.5980299,1.603188,2.9191961,4.3618946,7.1879306,0.0,0.0,0.0,3.3165789,0.3097577,1.4106976,3.2653892,0.0,0.0,2.625878,0.105967306,2014-04-29,16,0.2,True,100,5,32,True
2.5957024,1.6126076,2.9165165,4.3771243,7.20855,0.0,0.0,0.0,3.323322,0.3122685,1.4233305,3.2688422,0.0,0.0,2.6301718,0.11068443,2014-04-30,16,0.2,True,100,5,32,True
2.595551,1.6199816,2.9117498,4.3912215,7.224642,0.0,0.0,0.0,3.3290594,0.32067174,1.4400905,3.2669044,0.0,0.0,2.6395793,0.120578066,2014-05-02,16,0.2,True,100,5,32,True
2.5923955,1.6187043,2.901444,4.401081,7.2369585,0.0,0.0,0.0,3.3332741,0.32870126,1.459525,3.2589486,0.0,0.004127171,2.6567025,0.13730532,2014-05-07,16,0.2,True,100,5,32,True
2.5857081,1.6171056,2.8901563,4.406643,7.2397537,0.0,0.0,0.0,3.332836,0.33680767,1.4751636,3.2508304,0.0,0.014311872,2.6741192,0.15277444,2014-05-08,16,0.2,True,100,5,32,True
2.5733302,1.609634,2.8687384,4.414636,7.2454524,0.0,0.0,0.0,3.3328183,0.34872892,1.5042955,3.238057,0.0,0.030330757,2.7032816,0.17928848,2014-05-09,16,0.2,True,100,5,32,True
2.5631847,1.606331,2.8522434,4.4220552,7.250556,0.0,0.0,0.0,3.3329043,0.36193106,1.5286591,3.2305698,0.0,0.041581325,2.7285137,0.20107645,2014-05-12,16,0.2,True,100,5,32,True
2.5509036,1.6036495,2.8424397,4.4252343,7.256642,0.0,0.0,0.0,3.3323922,0.36527956,1.5407659,3.2345073,0.0,0.047026362,2.7453415,0.21166831,2014-05-13,16,0.2,True,100,5,32,True
2.5377312,1.6034554,2.8325768,4.427573,7.2575564,0.0,0.0,0.0,3.329696,0.36920813,1.5511324,3.234742,0.0,0.053793773,2.7605083,0.22122326,2014-05-14,16,0.2,True,100,5,32,True
2.5290942,1.5989866,2.8320353,4.424352,7.2577505,0.0,0.0,0.0,3.3278754,0.36881834,1.551954,3.2384753,0.0,0.054319076,2.7707105,0.22393465,2014-05-15,16,0.2,True,100,5,32,True
2.5163906,1.5944694,2.8274612,4.4235024,7.258447,0.0,0.0,0.0,3.325462,0.3705882,1.5580941,3.2416666,0.0,0.05517342,2.7817097,0.22863612,2014-05-16,16,0.2,True,100,5,32,True
2.503244,1.572242,2.8181286,4.4069047,7.2325673,0.0,0.0,0.0,3.3138165,0.37359855,1.5581677,3.2290075,0.0,0.0634826,2.797921,0.23940265,2014-05-19,16,0.2,True,100,5,32,True
2.489896,1.5544975,2.8172166,4.3880115,7.2068257,0.0,0.0,0.0,3.3015623,0.3704976,1.5461314,3.2271175,0.0,0.06622107,2.8044918,0.238321,2014-05-20,16,0.2,True,100,5,32,True
2.4778714,1.5381423,2.8177478,4.3681746,7.1737347,0.0,0.0,0.0,3.2869923,0.37056214,1.5313194,3.2210093,0.0,0.069771744,2.8091545,0.23685074,2014-05-21,16,0.2,True,100,5,32,True
2.4771075,1.5251209,2.834002,4.345895,7.1553183,0.0,0.0,0.0,3.2795959,0.35719272,1.4992911,3.2320998,0.0,0.058883484,2.7994297,0.21958661,2014-05-22,16,0.2,True,100,5,32,True
2.4636393,1.5131766,2.8401113,4.3246512,7.12335,0.0,0.0,0.0,3.26413,0.35001743,1.4755298,3.2322288,0.0,0.055525433,2.7916608,0.20673043,2014-05-23,16,0.2,True,100,5,32,True
2.448358,1.5038996,2.8414922,4.3078136,7.09604,0.0,0.0,0.0,3.2501123,0.34382445,1.4586909,3.229878,0.0,0.05397216,2.7857585,0.19718462,2014-05-26,16,0.2,True,100,5,32,True
2.4331899,1.5025198,2.8488524,4.2951975,7.0754457,0.0,0.0,0.0,3.23694,0.33495173,1.4384869,3.233464,0.0,0.049017232,2.774088,0.1794504,2014-05-27,16,0.2,True,100,5,32,True
2.4249365,1.4991452,2.8559418,4.282233,7.055205,0.0,0.0,0.0,3.2251515,0.32611945,1.4178224,3.2350905,0.0,0.04463774,2.7628825,0.16438258,2014-05-28,16,0.2,True,100,5,32,True
2.4213653,1.4961119,2.8609362,4.2709627,7.0332294,0.0,0.0,0.0,3.2140164,0.3226293,1.4010793,3.2314763,0.0,0.041609302,2.7524228,0.15315875,2014-05-29,16,0.2,True,100,5,32,True
2.4197843,1.4925426,2.8655589,4.263618,7.0218472,0.0,0.0,0.0,3.2065077,0.31572777,1.3873619,3.232898,0.0,0.036980487,2.7405698,0.14084284,2014-05-30,16,0.2,True,100,5,32,True
2.4178917,1.4842837,2.8584418,4.261354,7.0121384,0.0,0.0,0.0,3.2004287,0.31597835,1.3890753,3.2256453,0.0,0.041573357,2.7406135,0.14316371,2014-06-02,16,0.2,True,100,5,32,True
2.4162428,1.4708452,2.8570356,4.247148,6.98868,0.0,0.0,0.0,3.1882076,0.31632355,1.382981,3.210933,0.0,0.045022666,2.7397196,0.1423381,2014-06-03,16,0.2,True,100,5,32,True
2.4073315,1.4573919,2.8519154,4.233145,6.9620185,0.0,0.0,0.0,3.1730459,0.31977156,1.3825037,3.19136,0.0,0.052052975,2.7428663,0.1446673,2014-06-05,16,0.2,True,100,5,32,True
2.398777,1.4385115,2.8476439,4.21659,6.9380555,0.0,0.0,0.0,3.1593602,0.32026863,1.3826494,3.1710763,0.0,0.06027377,2.7500532,0.14914203,2014-06-09,16,0.2,True,100,5,32,True
2.3927674,1.4255389,2.8500853,4.198035,6.9121118,0.0,0.0,0.0,3.1457102,0.31928232,1.3743871,3.154332,0.0,0.06303024,2.7496395,0.14765334,2014-06-10,16,0.2,True,100,5,32,True
2.382009,1.4158504,2.850627,4.1808753,6.8860946,0.0,0.0,0.0,3.1323965,0.31925726,1.367904,3.1407945,0.0,0.06419799,2.7469602,0.14535135,2014-06-11,16,0.2,True,100,5,32,True
2.3720024,1.4047357,2.8514564,4.164963,6.8643456,0.0,0.0,0.0,3.1220853,0.32061985,1.364263,3.1297448,0.0,0.06254698,2.7452018,0.14466143,2014-06-12,16,0.2,True,100,5,32,True
2.3639123,1.3960558,2.8582969,4.150211,6.8511333,0.0,0.0,0.0,3.1156433,0.31703907,1.3548977,3.126351,0.0,0.056236368,2.739861,0.13832557,2014-06-13,16,0.2,True,100,5,32,True
2.359983,1.3865238,2.8665357,4.131724,6.834059,0.0,0.0,0.0,3.1094577,0.31182033,1.3390031,3.1239395,0.0,0.047012813,2.7299078,0.13013975,2014-06-16,16,0.2,True,100,5,32,True
2.3555639,1.3779378,2.8717315,4.115735,6.8210683,0.0,0.0,0.0,3.1052969,0.30531698,1.3257458,3.1219103,0.0,0.039041996,2.7214613,0.12394571,2014-06-17,16,0.2,True,100,5,32,True
2.3547108,1.3701421,2.879785,4.100617,6.809873,0.0,0.0,0.0,3.1024716,0.30022898,1.3123854,3.119625,0.0,0.030809112,2.7140799,0.11798346,2014-06-18,16,0.2,True,100,5,32,True
2.3545735,1.3660667,2.8902035,4.0847178,6.796975,0.0,0.0,0.0,3.0990796,0.29308566,1.294209,3.1185417,0.0,0.02289788,2.7053273,0.10969612,2014-06-19,16,0.2,True,100,5,32,True
2.3550887,1.3575757,2.8995242,4.072057,6.7958393,0.0,0.0,0.0,3.1012127,0.28613374,1.283977,3.1201258,0.0,0.016489284,2.705458,0.10770683,2014-06-20,16,0.2,True,100,5,32,True
2.346608,1.3464062,2.8976018,4.0576754,6.7823467,0.0,0.0,0.0,3.0974,0.283878,1.2796103,3.114092,0.0,0.019035919,2.7124457,0.113189794,2014-06-23,16,0.2,True,100,5,32,True
2.3432581,1.3394095,2.9027836,4.0405335,6.7698374,0.0,0.0,0.0,3.0954633,0.2753884,1.2648015,3.1146262,0.0,0.016435806,2.711565,0.11106902,2014-06-24,16,0.2,True,100,5,32,True
2.3360431,1.3325746,2.901777,4.0259566,6.7524524,0.0,0.0,0.0,3.0908563,0.27363467,1.257157,3.11027,0.0,0.01681753,2.7132876,0.11382113,2014-06-25,16,0.2,True,100,5,32,True
2.3274121,1.3278375,2.8974864,4.01595,6.740664,0.0,0.0,0.0,3.0883026,0.27153304,1.2522109,3.1113627,0.0,0.015737938,2.7135487,0.11669405,2014-06-26,16,0.2,True,100,5,32,True
2.3210702,1.3269925,2.896569,4.0060916,6.7286634,0.0,0.0,0.0,3.085281,0.26721635,1.2423047,3.1120477,0.0,0.014678972,2.7102613,0.11498456,2014-06-27,16,0.2,True,100,5,32,True
2.3164167,1.3270168,2.8927712,4.00019,6.720322,0.0,0.0,0.0,3.0841732,0.26623043,1.239342,3.110199,0.0,0.016185211,2.7104251,0.117557645,2014-06-30,16,0.2,True,100,5,32,True
2.311387,1.3281088,2.8940742,3.9932663,6.7088904,0.0,0.0,0.0,3.080594,0.26498613,1.2317389,3.1082768,0.0,0.01648706,2.706898,0.11443922,2014-07-01,16,0.2,True,100,5,32,True
2.30499,1.3232311,2.8998888,3.9794388,6.6975594,0.0,0.0,0.0,3.0753198,0.2555626,1.2161461,3.1082988,0.0,0.0154296085,2.699761,0.1047648,2014-07-02,16,0.2,True,100,5,32,True
2.2856934,1.3143349,2.891589,3.9671235,6.6771445,0.0,0.0,0.0,3.064069,0.25220627,1.2124404,3.0987382,0.0,0.023203705,2.6991665,0.10364719,2014-07-03,16,0.2,True,100,5,32,True
2.2690308,1.3042912,2.8903763,3.9532347,6.6596427,0.0,0.0,0.0,3.0533514,0.2462022,1.203705,3.0933123,0.0,0.027943786,2.6967964,0.09743696,2014-07-04,16,0.2,True,100,5,32,True
2.2512856,1.2916906,2.8839288,3.940411,6.6391845,0.0,0.0,0.0,3.041981,0.24526784,1.2011898,3.0834246,0.0,0.034983125,2.6989214,0.097147875,2014-07-07,16,0.2,True,100,5,32,True
2.2366827,1.2767386,2.8778996,3.9299574,6.626041,0.0,0.0,0.0,3.0346522,0.24310043,1.1994092,3.0804737,0.0,0.03898569,2.7013776,0.09774234,2014-07-08,16,0.2,True,100,5,32,True
2.2266977,1.2622372,2.8764231,3.9185505,6.615906,0.0,0.0,0.0,3.0294867,0.2387748,1.19293,3.081676,0.0,0.038642626,2.699642,0.09444599,2014-07-09,16,0.2,True,100,5,32,True
2.2111976,1.2409313,2.8631232,3.9084065,6.6053095,0.0,0.0,0.0,3.024708,0.23895636,1.2004207,3.0765808,0.0,0.04585962,2.7094977,0.10260623,2014-07-10,16,0.2,True,100,5,32,True
2.2014825,1.216515,2.8553514,3.8943896,6.5929365,0.0,0.0,0.0,3.020262,0.23969012,1.2046413,3.069823,0.0,0.05278109,2.7200718,0.11007865,2014-07-11,16,0.2,True,100,5,32,True
2.1931326,1.188123,2.8475904,3.8784845,6.579492,0.0,0.0,0.0,3.0161855,0.24090186,1.2086741,3.0657825,0.0,0.05876932,2.7314644,0.11856977,2014-07-14,16,0.2,True,100,5,32,True
2.180745,1.1630223,2.8416693,3.8632882,6.563356,0.0,0.0,0.0,3.0095632,0.24048433,1.2088144,3.062325,0.0,0.067646325,2.7409902,0.12339371,2014-07-15,16,0.2,True,100,5,32,True
2.1722252,1.1421993,2.844799,3.8466194,6.5488105,0.0091107525,0.0,0.0,3.0027804,0.23562437,1.2013147,3.0602243,0.0,0.072871275,2.7438037,0.120914765,2014-07-16,16,0.2,True,100,5,32,True
2.163946,1.1346294,2.850569,3.8454294,6.55319,0.021456588,0.0,0.0,3.002715,0.23144582,1.1996039,3.0674174,0.0,0.07880723,2.7481165,0.116869874,2014-07-17,16,0.2,True,100,5,32,True
2.1583498,1.1235459,2.8550508,3.8455076,6.5622463,0.027098415,0.0,0.0,3.005573,0.22859228,1.20341,3.0746205,0.0,0.084865674,2.7563834,0.11737314,2014-07-18,16,0.2,True,100,5,32,True
2.154024,1.107406,2.8565114,3.8436875,6.5695367,0.031489454,0.0,0.0,3.0079525,0.2269845,1.2112911,3.0756412,0.0,0.094049506,2.7681477,0.12290907,2014-07-21,16,0.2,True,100,5,32,True
2.144049,1.0903931,2.8523731,3.8395329,6.565735,0.03090094,0.0,0.0,3.0055323,0.22780544,1.2190839,3.0737302,0.0,0.10434461,2.7782643,0.13020717,2014-07-22,16,0.2,True,100,5,32,True
2.131515,1.0753652,2.8511095,3.83107,6.551805,0.03737432,0.0,0.0,2.9978876,0.22803399,1.2197188,3.070648,0.0,0.113556966,2.783244,0.1323202,2014-07-23,16,0.2,True,100,5,32,True
2.121346,1.0575743,2.8509414,3.822118,6.540824,0.042183902,0.0,0.0,2.992759,0.23020807,1.2229168,3.0672193,0.0,0.121142045,2.7918675,0.13672511,2014-07-24,16,0.2,True,100,5,32,True
2.1074746,1.0410053,2.8473651,3.8165705,6.533203,0.04134082,0.0,0.0,2.9884288,0.23228195,1.2308382,3.0623584,0.0,0.13132955,2.8029828,0.14346509,2014-07-25,16,0.2,True,100,5,32,True
2.097068,1.0206964,2.8452213,3.8078194,6.522157,0.03843421,0.0,0.0,2.98466,0.23517618,1.235129,3.0605407,0.0,0.13651231,2.810633,0.14913952,2014-07-28,16,0.2,True,100,5,32,True
2.0867991,0.9982144,2.8473883,3.7987878,6.5160394,0.03532289,0.0,0.0,2.9824114,0.23724568,1.2378744,3.061896,0.0,0.13888437,2.8206048,0.15393016,2014-07-29,16,0.2,True,100,5,32,True
2.0747554,0.97942924,2.8535855,3.7875295,6.504514,0.0392441,0.0,0.0,2.9766436,0.2389363,1.2354019,3.0601087,0.0,0.13990542,2.8275163,0.15475954,2014-07-30,16,0.2,True,100,5,32,True
2.0617428,0.95660484,2.861466,3.7768636,6.497508,0.035908453,0.0,0.0,2.9730859,0.24199927,1.2355367,3.0596418,0.0,0.1367974,2.8389273,0.15918526,2014-07-31,16,0.2,True,100,5,32,True
2.05561,0.92361134,2.874445,3.7626014,6.4925127,0.031218994,0.0,0.0,2.9725292,0.24995905,1.2360972,3.0589488,0.0,0.12950918,2.8576646,0.16847876,2014-08-01,16,0.2,True,100,5,32,True
2.046402,0.8759995,2.880504,3.7493649,6.492956,0.014133617,0.0,0.0,2.9754255,0.26234394,1.2495911,3.0541923,0.0,0.124486715,2.886361,0.18658412,2014-08-04,16,0.2,True,100,5,32,True
2.030776,0.8286887,2.8833833,3.7382114,6.491711,0.0,0.0,0.0,2.9763181,0.27562788,1.2633077,3.049668,0.0,0.12172131,2.914452,0.20344248,2014-08-05,16,0.2,True,100,5,32,True
2.0165024,0.7808873,2.8871279,3.724894,6.4837437,0.0,0.0,0.0,2.97482,0.2903104,1.2722608,3.0429265,0.0,0.118964136,2.9409015,0.22015983,2014-08-06,16,0.2,True,100,5,32,True
2.000434,0.7299626,2.886442,3.71304,6.4761143,0.0,0.0,0.0,2.9743385,0.30811626,1.2866354,3.0335307,0.0,0.117298365,2.9718304,0.24296457,2014-08-07,16,0.2,True,100,5,32,True
1.9801142,0.6711211,2.8786595,3.69908,6.4667645,0.0,0.0,0.0,2.9724948,0.32630244,1.3078244,3.0181458,0.0,0.12164582,3.010516,0.273412,2014-08-08,16,0.2,True,100,5,32,True
1.961266,0.6089866,2.8691294,3.6823785,6.4518065,0.0,0.0,0.0,2.969577,0.34768268,1.3313096,2.9932272,0.0,0.13162883,3.0540295,0.31073934,2014-08-11,16,0.2,True,100,5,32,True
1.9373701,0.5563581,2.8564882,3.6726468,6.442792,0.0,0.0,0.0,2.9694874,0.36680287,1.3558826,2.97657,0.0,0.14177531,3.0941894,0.3463913,2014-08-12,16,0.2,True,100,5,32,True
1.9157652,0.5112239,2.8494236,3.6660924,6.4413004,0.0,0.0,0.0,2.9728436,0.3842591,1.377517,2.9635696,0.0,0.1491984,3.1309953,0.3779242,2014-08-13,16,0.2,True,100,5,32,True
1.8946983,0.4697859,2.8498077,3.6599813,6.442113,0.0,0.0,0.0,2.9759948,0.39881548,1.3924695,2.955693,0.0,0.15315413,3.161193,0.4012984,2014-08-14,16,0.2,True,100,5,32,True
1.8714643,0.4344073,2.8526483,3.6554577,6.4414005,0.0,0.0,0.0,2.977506,0.4110161,1.401835,2.9517114,0.0,0.1543514,3.1840754,0.41825554,2014-08-18,16,0.2,True,100,5,32,True
1.8521311,0.39846867,2.8598354,3.648533,6.438732,0.0,0.0,0.0,2.9777646,0.4225712,1.4075247,2.94588,0.009363383,0.15488486,3.2058887,0.4335547,2014-08-19,16,0.2,True,100,5,32,True
1.8316674,0.35995388,2.8650277,3.6411896,6.430616,0.0,0.0,0.0,2.9757588,0.43815044,1.4158835,2.9350464,0.036191497,0.15652016,3.2309725,0.45255673,2014-08-20,16,0.2,True,100,5,32,True
