단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,대표매매감정점수,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,Growth,Infra,Protective,Sensitive,등락율_이진
40,0.81,25000,8,48086533,2.34E+11,2.51E+11,2.28E+11,58485346040,23442184500,1.28E+11,2311320356,38477578164,26543858363,9.11E+11,72,1,77.6,50,-104.49,-1.149425287,0,-0.50797,0.8242076,2.3701952,3.941938,0,0.6411418,0,0,0,3.8578498,3.345021,0,0,0.96793795,0,0,0,0,0,1,0
50.19,0.99,5800,327,100000000,45669622832,1.90E+11,18781993565,20669248608,40000000000,1.13E+11,43258534623,77402377113,63059531179,1.04E+11,52,6,80,94.12,0,-1.162790698,0,-0.178494,1.3036656,1.8997949,3.5830727,0,0.6665757,0,0,0,3.3820612,2.95344,0,0,0.7882068,0,0,0,0,0,1,0
75.3,0,14000,453,4270000,19743295937,7310116050,16995869769,3807776165,1462594000,-3707753099,8701442,2723327656,2555349432,17547374309,37.63,2,46.63,92.86,-50,2.564102564,0,-0.527763,0,2.5102754,2.3654346,1.7383462,0.06991853,0,0,0.014285964,2.4114757,1.6515597,0,1.8748418,0.8329474,3.5638244,0.82286954,0,0,0,1,1
120.75,2.55,10000,265,8995904,38268481188,40740893310,14737440216,25238727319,4571242000,-22446160651,2516194787,1735834354,-7135590009,34734675846,39.44,2,60.33,93.33,-150,-9.210526316,-40,-0.272181,1.1758732,0.2620323,2.3098552,0.37190276,1.899703,0,0,0,0.96900123,1.9125268,0,0,2.4188983,2.423739,0.26034987,0,0,1,0,1
1482.6,6.86,25000,1386,5680444,20953217199,1828811624,5654690056,3915783917,2222222000,-4287326653,107359263,-1176228385,-1147570972,2618518531,23.93,2,76.31,93.75,100,-5.747126437,28.57142857,-0.387523,3.1288066,0.75775373,2.3342607,0.38131586,0.1518398,0,0.55492663,0,1.4862313,0.99273026,0,0,0,0,0,1,0,0,0,1
39.79,2.51,4700,600,3793630,18391438384,5661092036,15307448484,664241200,1381815000,4925290159,-31045713,2165094261,1733875279,36025208175,41.2,6,71.87,94.74,0,-2.777777778,0,-0.219675,0,1.302424,1.8234884,3.3932323,0.556668,0,0,0.5850779,0.2971312,1.8855001,2.5614552,2.7220144,1.5545975,3.464428,0.36053073,0,0,0,1,1
37.77,6.04,18000,4,24031048,79949643680,2.19E+11,92912750686,53450207837,2218616600,48008855066,14716239453,4217260505,2492501109,1.22E+11,69.5,2,87.98,90.91,-187.5,-2.702702703,0,-0.178494,0.5549244,0.45474,2.0468907,0.420602,1.2293278,0,0,0,1.061443,1.4483677,0,0.2024492,2.000052,2.6288402,0.66683275,1,0,0,0,1
945.66,2.25,10000,231,6388000,1.92E+12,0,1.87E+12,0,23700000000,33254372611,-5527260588,4625762958,3419727827,49045431460,24.19,6,76.33,93.75,100,-2.702702703,0,0.1035,0.524082,0.42607298,2.0991776,0.42118675,1.2238146,0,0,0,1.0843009,1.5196652,0,0.2701943,2.0566351,2.6616979,0.6804962,0,1,0,0,0
57.68,4.47,11000,430,20000000,1.21E+11,2.50E+11,1.11E+11,31362267427,1.00E+11,1.29E+11,0,27635421780,24854483893,3.18E+11,19.9,6,67.84,93.33,33.33,-2.777777778,0,0.072658,0,1.302424,1.8234884,3.3932323,0.556668,0,0,0.5850779,0.2971312,1.8855001,2.5614552,2.7220144,1.5545975,3.464428,0.36053073,0,0,0,1,1
580.68,30.91,13000,745,8075000,38497655707,45719357968,30207739257,19457430818,3500000000,12793683759,60630408,12834781242,7777370325,69143837080,43.34,6,64.71,93.75,100,5.333333333,0,-0.218868,0,1.4747554,1.8642318,2.0766027,0.7936093,0,0,0.33709309,0.85421973,1.0118667,1.2469997,1.04806,1.364311,3.3733823,0.66043466,1,0,0,0,1
1267.6,8.9,16000,2518,5661970,12984,2496,2606,873,2522,538,207,502,876,8916,18.47,3,67.64,84,200,1.470588235,0,-0.234945,7.3271675,0.6455263,4.7625637,3.8293853,0.6714018,0,0,0,1.6940713,4.87443,0,0,0.44105485,0.1574189,0,0,0,0,1,1
573,30.8,54000,391,5340000,48215244535,34910426608,45140765577,8782876251,2000000000,27213838613,-11809298,7398533150,6728678985,77652232459,60.3,6,67.32,94.12,100,0,0,-0.088795,0,1.7434282,1.1199965,1.8442882,1.5842346,0,0,0,0.61852086,0.7354981,1.7391685,1.81736,1.5502635,3.6067114,0.3087976,0,0,0,1,1
868.62,41.74,16000,752,15729940,14935232538,20944877965,4544405644,2654628114,6577470000,492436033,4355402575,64738307,-377726061,3380088734,28.55,1,47.13,93.33,216.67,-2.53164557,-14.28571429,0.108247,0,1.7777959,2.5698285,4.098307,0,0,0,1.2446027,0.91967773,2.2144132,2.1256094,2.713777,1.0754794,3.8946607,0.8504284,1,0,0,0,1
163.5,2.9,34500,0,9152858,33192389949,13758420633,13798520620,6498035816,3500000000,22275101386,0,6570181148,5880505883,19981636981,53.32,6,68.53,94.44,100,-5.333333333,0,-1.283748,0.2536979,0.4308057,1.7241961,0.19447497,0.9052572,0,0,0,1.0346701,1.0909944,0.017914258,0.429146,1.8153913,2.7127025,0.86375296,1,0,0,0,0
1836,17.3,13000,1725,5081792,29220818502,5088075725,17300986355,925278206,405179200,24872435527,-9194985061,2785574622,2296576120,41835502370,17,6,72.39,93.33,200,-2.666666667,0,0.048358,7.5437374,0.9666093,4.638606,3.8885853,1.1730412,0,0,0,1.4874775,4.4983983,0,0,0,0,0,0,0,0,1,1
988.32,0.16,18000,734,8503460,20744148059,18158713615,13305924000,3361762006,3479230000,17590684959,1165260709,3668321605,4195570793,25900014771,65.57,30,80.22,81.82,233.33,2.816901408,0,-0.405525,7.504909,0.9420762,4.6922016,3.7334664,0.6607461,0,0,0,1.7602254,4.5740275,0,0,0.02760747,0,0,1,0,0,0,1
1594,30,45000,1956,7955874,69623298005,72374504976,64762343708,10728840569,3311808000,39392628623,10098825033,11238744762,18897442285,51374145182,45.32,2,57.15,93.33,155.56,7.692307692,0,-0.310508,0.5112727,2.5853684,4.4544005,0,1.7327802,0,0,0,3.8333256,4.5422764,0,0,1.9598745,0,0,1,0,0,0,1
599,95.2,104000,175,9803360,2.78E+11,1.95E+11,81137353240,16834423735,4901680000,3.87E+11,-77064926877,25123363676,19234322376,1.42E+11,33.1,6,94.18,92.86,100,-2.739726027,-10,-0.430818,0.7808873,2.8871279,3.724894,6.4837437,0,0,0,2.97482,0.2903104,1.2722608,3.0429265,0,0.118964136,2.9409015,0.22015983,0,0,1,0,1
185,1.5,25500,167,14589324,22240845242,5510220244,2311753978,2455404589,6441162000,-1.17E+11,1162097,-7252056257,-7233190003,1407810769,32.73,2,59.54,92.86,100,5.555555556,0,0.135085,0.62400675,0.82705355,3.5689304,0.23062247,2.2658317,0,0,0,2.091917,4.4549932,0,0.05261845,3.1840692,1.2093371,0,1,0,0,0,0
818.5,26.29,17000,1632,10193520,7256819362,8646586217,9074092624,9424539077,4169760000,-10379800574,2197683414,-3292521363,-2539505707,6040367765,26.92,3,81.82,66.67,200,0,0,-1.025747,8.051719,0.841566,5.0681105,4.482968,0.42892885,0,0,0.08664505,1.6417449,4.715535,0.17141145,0,0,0,0,1,0,0,0,1
1219,7.23,25000,1500,13355968,8909941033,1946579773,594697903,736094900,5657984000,2042165196,-48872630753,-2436953361,-2415690291,0,17.03,3,59.03,93.33,100,2.272727273,0,-0.240773,0.26868764,3.4150162,4.58861,0,0.9911446,0,0,0,4.7372417,3.9841416,0,0,1.0833896,0,0,1,0,0,0,1
52.89,0,4000,155,26876911,11011536585,53481441762,36549389258,7600279713,11635955500,-16528162931,1474815558,-21482059260,-35758464934,8409446476,16.5,3,57.23,93.75,-166.67,2.702702703,0,-0.066498,6.4275293,0.77057284,3.8567247,2.7904088,1.1994333,0,0,0,1.1755403,3.5093534,0,0,0.014221789,0,0,1,0,0,0,1
20.88,4.7,20000,178,13598293,26180914323,62211970214,9948815372,34334357943,5982368000,-1.43E+11,7236485383,-1.40E+11,-12610702106,0,11.32,5,85.21,70,-264.86,-5.479452055,0,-0.03594,8.267823,0.74718153,5.1458573,4.577491,0.46814486,0,0,0,1.6377481,4.8774343,0.19115765,0,0.04860913,0,0,1,0,0,0,1
709.15,35.24,21000,959,7227262,5001273394,494374231,860117201,112365585,2816411000,-29825490089,0,-6426665925,-7536642922,0,13.52,1,54.93,92.86,100,-2.898550725,0,-0.308629,0,1.0448481,1.5082062,3.3030522,1.32488,0,0,0.33394316,0,1.7233536,3.0341256,2.861333,1.9887446,3.5989962,0.21752617,1,0,0,0,1
191,1.2,13000,10,8010968,11384,36200,2653,1693,3284,-37457,5760,-2426,-2030,2152,0.89,2,63.35,92.86,0,-2.666666667,0,0.37565,7.5437374,0.9666093,4.638606,3.8885853,1.1730412,0,0,0,1.4874775,4.4983983,0,0,0,0,0,1,0,0,0,1
86.97,13.79,44000,7,3961829,35518206323,32230347945,13511229656,11528731325,1326540000,35604079628,1637184322,7290281763,6792418592,31683144251,61.62,2,75,93.33,-64.35,-3.797468354,8.333333333,0.394247,5.444276,0.7483125,2.4855947,1.8125615,1.5935977,0,0.8586259,0,0,0.40286666,0.865514,0,0,0,0,1,0,0,0,0
243,22.05,498000,7,48898070,1.44E+12,6.57E+11,5.10E+11,1.67E+11,4278618500,2.32E+11,1.81E+11,2.27E+11,1.94E+11,4.61E+11,13.28,6,58.53,51.85,100,-6.666666667,50,-0.93195,0.4450004,3.2498748,4.4322467,0,1.1478921,0,0,0,4.5893836,3.792898,0,0,1.0391799,0,0,1,0,0,0,0
7.89,0,30000,0,11715480,1.35E+11,80796642252,72898297195,4090000000,9957480000,1.28E+11,-775186232,19936407762,18427653080,1.23E+11,59.6,2,67.06,95,-95.24,0,0,-1.077649,0,1.11291,2.579595,1.2605628,0,0,0,0.027920425,1.853328,1.8340986,0,1.1393367,1.3295097,2.9187822,1.1017649,0,0,1,0,0
933.9,0.87,13000,1037,23955983,23825955342,4777978936,5885893813,1347565650,10432991500,-45674517979,3094362088,-5907215539,-5574612240,11551156056,16.21,36,71.77,66.67,240,0,-7.142857143,-0.644137,6.172145,0.60625446,4.2497354,3.2047207,0.014549073,0,0,0,1.668913,3.9828596,0,0,0.38042825,0.80012,0,1,0,0,0,0
494,1.19,13900,341,13205141,11901306848,9917097637,1637521531,1678785092,1117364900,-17159203046,198036474,-5765827798,-6724218652,6973715142,24.14,2,53.21,94.12,100,5.555555556,0,-0.052457,0.67067146,0.75743073,3.5539367,0.26528245,2.3496313,0,0,0,2.033364,4.442236,0,0.07042697,3.254147,1.2954627,0,1,0,0,0,1
153.08,10.42,41000,5,17988000,40637901116,35396898967,27946452462,3775200521,7312207500,33147105356,400434434,15451834876,11892942165,90300608069,69.03,6,73.75,93.33,100,-4,0,-0.287281,0,1.5942758,1.1494288,1.770281,1.5183578,0,0,0,0.5945121,0.6921325,1.6242557,1.5472647,1.5447153,3.4666767,0.35852534,0,0,0,1,0
230.02,1.36,6000,242,5589290,15323422748,18912162100,6053586975,7322490168,2290000000,18477204664,92303041,1892888374,1421879713,13916104167,44.74,6,74.34,93.33,0,2.857142857,0,0.997077,0,1.2047881,1.9381512,3.5879953,0,0,0,0.847275,0.3862282,1.9131938,2.6385622,2.7922351,1.4445695,3.811447,0.7047304,1,0,0,0,1
841.12,1.2,18000,984,19592224,2.14E+11,1.76E+11,2.16E+11,43591378363,8508612000,98171840731,8749642966,14863499071,10427172986,2.56E+11,58.27,6,87.84,77.78,300,-2.777777778,-7.692307692,-0.677916,6.2044992,0.6359939,4.248592,3.212316,0.009345692,0,0,0,1.6790535,3.9587626,0,0,0.3180019,0.7677504,0,0,0,0,1,0
451.49,20.61,30000,11,7988047,26475079948,17904752888,7951729310,2244367004,2975505000,1811143827,400917817,8269640026,7579613965,37807938027,2.14,6,67.79,95.24,100,-3.658536585,20,0.352342,4.960439,0.61513406,2.3729193,1.4986697,1.36842,0,0.84356844,0,0.13071528,0.3940257,0.7038417,0,0,0,0,1,0,0,0,1
1,2.53,4500,619,17650000,67835495741,12633033365,53070188627,411603068,1500000000,26859852052,-2001208794,10032649367,6782338066,1.56E+11,25.4,6,77.34,94.74,100,1.388888889,0,-0.356168,0.6041754,0.46776214,1.9406027,0.31817853,1.3317411,0,0,0,1.0246902,1.3471233,0,0.14501831,1.9920826,2.6499712,0.6491674,0,0,1,0,1
591.09,76.71,13500,622,3560000,12058755000,5119266000,457104000,2634788000,1505660000,10217548000,-466690000,519536000,446674000,2778141000,55.74,6,58.58,93.33,150,-6.578947368,0,0.45177,0,2.1883047,2.7546005,4.631192,0,0,0,2.0062265,0.72362006,1.3606728,2.2506828,0.89630723,0.818851,3.8486261,0.9568529,1,0,0,0,1
18.4,0,3000,54,13966340,12352963879,9009596249,6925826752,131939880,6056170000,4913623671,-302208665,2931515764,2026014611,13190836332,59.75,6,61.78,93.75,-120,4.109589041,-11.11111111,-0.443899,0,2.2745166,2.7966342,4.7561617,0,0,0,2.0766647,0.7600082,1.3830038,2.2650986,0.94908243,0.75440854,3.883089,0.9704955,1,0,0,0,0
16.81,0,23000,2,4717650,27173801077,1.29E+11,18687716232,62194789006,3575000000,4493087196,3323414,6381993525,4023875613,53962227525,45.39,6,70.79,92.86,0,-1.25,0,-0.559058,0,2.40382,2.6131854,1.7222444,0.008468818,0,0,0.11429534,2.4532275,1.8054063,0,1.5236788,0.8454973,3.3696938,0.8805374,0,0,0,1,1
162.88,8.81,14500,482,5022000,31364095,3605331,9359316,384433,2000000,23340463,-114786,3494397,2747946,26620141,69.69,6,75.72,92.86,100,-6.578947368,0,-0.034352,0,1.909267,2.9244745,4.6370096,0,0,0,2.0120115,0.7151401,1.5728574,2.2199764,0.80577546,1.0386646,3.8552244,1.0874351,0,0,0,1,0
417,55.2,32000,771,11760000,58205748234,43761063028,39776373831,9990346190,2000000000,50200091241,0,4667389651,4574733980,49903260587,63.95,6,80,93.75,147.37,-12.98701299,0,-0.400938,0,1.5763937,2.629436,4.2326875,0,0,0,1.2604624,0.75382364,2.39326,2.3075361,2.8655958,1.2221783,3.8925998,0.8629703,0,0,0,1,1
363.22,1.89,18200,266,5194222,13199327799,4121796244,3150954940,1440720977,2145611000,4983430364,0,7457456006,4576290898,27089927107,19.35,1,51.81,94.12,0,2.816901408,0,0.47822,5.7421346,0.5813007,3.298748,2.1307397,1.618695,0,0,0,0.8089466,2.7300134,0,0,0.18210839,0,0,1,0,0,0,0
967.71,0.13,16000,39,12731194,11895455197,4003714711,1706735884,283506523,5335597000,0,-56451486345,-4494712267,-4261303127,2928075020,18.07,36,67.83,71.43,204,-2.777777778,-7.692307692,-0.542219,6.1833086,0.6139667,4.2443366,3.20301,0,0,0,0.012667166,1.6814923,3.9353278,0,0,0.31493384,0.7833951,0,0,0,0,1,0
29.54,0.03,70000,164,7852427,14337280215,12163881529,4946055952,1418784610,3408356500,-69819321605,86547286287,-15544181434,-15597313149,1346864344,1.43,1,36.08,93.33,-150,-1.162790698,0,0.02903,1.3146739,1.8998511,3.6001854,0,0.6039769,0,0,0,3.4006293,2.9542813,0,0,0.7507417,0,0,1,0,0,0,1
1688.87,7.78,12000,2963,10999650,43372278817,11717357069,3748346739,236755045,842465000,48780183444,0,9009323935,7633486968,38831800711,1.38,6,61.91,95,100,1.369863014,0,-0.191017,5.904138,0.51745254,3.511616,2.3300238,1.2675638,0,0,0,0.9371493,3.0458486,0,0,0.057401966,0,0,0,0,0,1,1
472,44.6,10500,1018,7439388,16827941000,24796169000,17630491000,8160467000,2550000000,11563431000,7398000,4040784000,3593138000,15254810000,28.5,2,42.59,94.12,178.57,-3.947368421,0,-0.227048,1.216515,2.8553514,3.8943896,6.5929365,0,0,0,3.020262,0.23969012,1.2046413,3.069823,0,0.05278109,2.7200718,0.11007865,0,0,0,1,1
1627.34,9.3,22000,2261,7254294,41514927706,12546976949,4429436493,458868267,2999147000,41633717589,4540735306,2703519626,3216959496,15038598227,50.42,6,68.52,93.33,161.54,0,33.33333333,-0.69812,1.0586042,2.1519256,3.5213203,0,0.5404111,0,0,0,3.467535,2.7822242,0,0,0.5730025,0,0,1,0,0,0,1
1331.2,3.37,13000,1608,5530000,25445,9353,10370,683,500,26545,-3300,938,809,7363,50.08,6,81.78,71.43,291.67,0,0,-1.151939,6.93767,0.80531716,4.6904635,3.5058613,0.23192433,0,0,0,1.9398296,4.681334,0,0,0.21301842,0.026826212,0,1,0,0,0,1
1,11.5,12050,1164,5433750,13923117378,9482183272,5786379079,2708733086,427500000,7057152884,7696744,1707427033,1478830813,14807378066,50.89,6,79.91,93.33,100,2.777777778,-16.66666667,-0.508649,0.5304427,0.2585956,2.0820332,0.3185446,1.2097391,0,0,0,1.0357112,1.5515296,0,0.30691004,2.184104,2.7322397,0.77620494,1,0,0,0,1
56.9,0.4,16000,177,5399459,28453228502,18725561994,23753587760,6086668708,2287729500,-3183622228,3.48E+13,2320564612,2808274186,33808161772,21.44,1,40.12,93.33,0,-5.194805195,16.66666667,-0.333386,0.35436508,0.7047745,1.8316356,0.611293,0.34290883,0,0.10640192,0,1.2244369,0.95459616,0.057955194,0.3586301,1.3652896,2.8685355,1.0954046,1,0,0,0,0
299.49,22.45,27000,299,63315495,8274067,23697373,2629177,14652685,2232,-56686767,-1285,-2875741,-3285740,0,27.54,1,63.2,95,100,2.53164557,20,-0.558971,0,2.505516,2.616099,1.7878306,0.018275954,0,0,0.14478314,2.4822288,1.7845297,0,1.5002233,0.7731715,3.3351998,0.8273175,1,0,0,0,1
1744.08,3.85,1700,1384,65587752,82010225340,26723472603,24695521728,4649407871,4807775200,45769637627,10841926469,7771586162,9203380020,35655624287,35.39,30,68.42,93.75,100,-3.797468354,8.333333333,-0.178494,5.8202963,0.9085193,2.7274475,1.9517752,1.9078072,0,0.61315435,0,0.14474979,0.7648634,0.7010125,0,0,0,0,1,0,0,0,1
101.9,1,18000,500,8118084,12053797627,915573613,382013000,5438224149,3237777000,0,-10297407405,-2212091392,-2126330036,515080089,36.29,3,62.5,93.75,0,-5.194805195,16.66666667,-0.446437,0.37804642,0.7073151,1.8358889,0.6093693,0.34922153,0,0.112977296,0,1.2219613,0.9483101,0.056753226,0.3441451,1.363961,2.856015,1.0839338,1,0,0,0,0
338.91,0.28,36000,1109,4064000,14314709178,30680492090,3978606997,4013289128,2020000000,33175532594,115046549,4390989459,3904326134,18332812143,56.63,6,59.19,90.91,50,10.76923077,0,-0.282514,0.8595048,0.41166383,3.6354065,0.43228984,2.367183,0,0,0,1.8318331,4.648528,0,0.1189336,3.4905667,1.3794154,0,1,0,0,0,1
1,4.75,10000,1621,9267115,42854095717,17440019642,28402210851,6597033739,3894882500,-11839904768,1619416048,489983358,815584531,8064278218,43.2,2,61.59,93.75,125,3.773584906,0,-0.182313,0.49889922,0,2.5309038,0.16101956,4.087721,0,0,0,0.4795345,3.3396807,0,0.5067778,3.7920125,1.4971622,0,1,0,0,0,1
30.87,0,1300,2,22421004,6356102491,8274876920,169158039,688113971,8600002000,5336285382,-162579981,1788331527,1380262372,3688129879,60.39,2,61.15,92.86,-150,0,0,-0.455191,0,0.9773225,1.8410666,2.2071118,1.0566797,0,0,0.23689187,0.46310678,1.1924363,1.6669432,1.1986281,1.799175,3.2664382,0.6190063,0,0,0,1,1
1295.18,4.83,10500,87,11381000,32437194208,24353013179,14764283275,7513040087,900000000,34097595205,-484711180,5484503641,5040950585,33228734268,9.23,6,77.09,92.86,100,-3.797468354,8.333333333,0.048022,5.8202963,0.9085193,2.7274475,1.9517752,1.9078072,0,0.61315435,0,0.14474979,0.7648634,0.7010125,0,0,0,0,0,0,0,1,0
1,6,38000,1551,4916315,38352050780,47221557946,30054619791,19702389338,2000000000,33812656957,3942640,13426110769,10942238927,1.42E+11,23.23,1,75.88,92.86,100,5.555555556,0,-0.217669,0.59118176,0.8898352,3.5847034,0.20753568,2.1915762,0,0,0,2.1391149,4.475386,0,0.038490467,3.1219864,1.1332601,0,0,0,0,1,1
37.3,0,12000,5,23189926,64150350413,3488878751,1244638730,6590630,10307463000,-25276401785,1112740372,-3036048479,-2710742306,1000000000,34.5,3,72.98,94.12,-100,-2.702702703,0,-0.258489,0.5288257,0.45168626,2.07883,0.4254774,1.2300692,0,0,0,1.0767348,1.4816061,0,0.24662252,2.0290234,2.6422372,0.6636932,1,0,0,0,1
23.03,0,12000,1,46974812,1.95E+11,73832538266,1.60E+11,27293070334,31047280369,22436375701,383079402,46392131874,36309855536,2.04E+11,58.32,6,67.67,93.33,-123.81,-8.75,0,-0.565741,0,1.4155886,2.451231,1.1815063,0,0,0,0,1.9602298,1.6817778,0,1.1617802,1.0815147,2.8230603,0.96267146,0,0,1,0,0
31.33,5.36,28000,0,11054364,1.63E+11,49137249332,1.05E+11,11830112406,4411557000,53761331667,531644285,44337906884,36874455090,2.38E+11,23.18,2,71.57,93.33,-66.67,-5.405405405,7.692307692,-0.114024,4.7125793,0.57488006,2.3415112,1.3304495,1.5569043,0,0.20681144,0,0.32805917,1.1376214,0.2215207,0,0,0.061588053,0,0,0,0,1,1
362,21.88,31000,78,48059180,40747036867,39105031258,16024890787,14327091472,4177071900,1648530491,5803268522,-4313488564,-4104436260,17663847173,7.1,1,61.08,92.86,100,-2.666666667,0,-0.317913,7.4692817,0.9965825,4.513051,3.751073,1.2861428,0,0,0,1.427734,4.3329883,0,0,0,0,0,1,0,0,0,0
303.31,0.83,14000,347,12918962,13669277565,2813606520,646385582,66214567,5738481000,-74967655091,1423845107,-2229761675,-2032976451,0,32.67,3,66.2,94.12,0,-1.315789474,0,-0.452289,7.306584,1.0270245,4.2941933,3.4760885,1.4175701,0,0,0,1.3259207,4.0530124,0,0,0,0,0,1,0,0,0,0
728,57.9,55000,561,8814498,19470267655,25250014837,6467003356,8943279358,3342249000,24990952433,-1938896621,3894357455,3025655544,8420450633,54.03,6,63.74,93.75,214.29,-12.98701299,0,0.027277,0,1.6068805,2.411392,4.273053,0,0,0,1.2447256,0.5968739,2.2951221,2.5235367,3.031772,1.1704631,3.823974,0.7184,1,0,0,0,1
764.16,18.81,60000,322,6812226,22320785700,2599789998,1464175173,2425130706,2994485500,0,-31656000679,-2284901041,-2565584500,1975000,8.26,2,46.02,93.75,141.67,-5.194805195,16.66666667,-0.387399,0.44206896,0.721645,1.8740873,0.6020782,0.337955,0,0.11611228,0,1.2353282,0.9562022,0.033366926,0.32033244,1.3724029,2.8211248,1.052011,1,0,0,0,1
241,18.7,12500,174,4083000,16290259376,49946175140,25329630571,11289514397,1475000000,27784493036,-487590,2243392895,1906385270,21928168475,35.52,1,51.34,95,26.67,-2.739726027,-10,-1.071411,0.8759995,2.880504,3.7493649,6.492956,0.014133617,0,0,2.9754255,0.26234394,1.2495911,3.0541923,0,0.124486715,2.886361,0.18658412,0,0,1,0,0
590.6,6.78,6500,1142,12009614,41559580457,13221114046,20129664448,1325886619,10117117000,14269690513,8938335923,1593802370,1443987428,27478784774,33.17,1,64.74,92.86,100,1.234567901,0,-0.283632,0,2.226584,3.2158995,2.0522418,0,0,0,0.35346463,2.6253905,2.3335764,0,1.5397556,0.87456924,3.2409692,1.0227157,0,0,0,1,1
382.64,45.68,10500,1042,4997621,74688372033,44690608968,76623091999,17211688318,1950000000,17650083046,-355882362,5673539430,4741443684,64411686125,28.81,3,42.71,95,100,4.47761194,0,-0.325082,0,1.583308,2.0619884,4.065325,0,0,0,1.1032622,0.4520129,2.1446137,2.6927567,3.2552419,1.1541065,3.8270683,0.6155801,0,0,0,1,1
14,57.3,9000,7,5931155,16544275352,2193610151,5472198746,4772158418,2450577500,4785775523,1257175316,1741767907,2706297286,13840489119,42.59,1,43.94,92.86,0,-2.777777778,0,-0.22918,0,1.3762653,1.7958348,3.2999086,0.54249233,0,0,0.58453256,0.34645432,1.7627054,2.4548542,2.6223657,1.4799697,3.440706,0.3619323,1,0,0,0,0
224.12,34.02,13000,736,4770000,23538896307,8425510465,3285469774,8879482159,1801800000,17136952466,79429892,1457323831,1502390310,11571409576,18.14,6,85.35,94.12,100,-6.578947368,0,-0.178494,0,1.9240165,2.9079912,4.6294,0,0,0,2.0072155,0.7136533,1.5565579,2.2195694,0.80997956,1.0254203,3.8531084,1.0779326,1,0,0,0,1
753.07,5.19,5200,947,11077521,25082780814,4750511140,5463879466,173188933,4112710500,13338460949,-216710575,4638238229,3631436147,20588046634,44.36,6,47.93,95.24,100,-1.388888889,0,-0.178494,0,1.4136146,1.232899,2.4813082,1.4794071,0,0,0,0.43581846,1.4122773,2.4971669,2.8304768,1.9594485,3.9735084,0.3547397,0,0,1,0,1
1,6.28,14000,674,7929338,22381111950,14895750845,5291288450,2110626029,3150000000,25347724373,114643330,2532848359,3240913307,12179211736,66.73,1,72.19,95.24,100,2.777777778,-16.66666667,-0.402104,0.5206362,0.23810558,2.0631948,0.3370546,1.1933478,0,0,0,1.0079099,1.5115349,0.020742495,0.31243122,2.1755464,2.7273848,0.78587455,0,0,1,0,1
614.46,14.04,16500,1073,8634182,1026751588,13738099443,4782054476,3229742705,2990909000,-8362752429,2016749445,-1817795236,-2431385461,2456141239,33.62,1,41.31,94.12,100,0,0,-0.319388,0,1.1276461,1.4649328,3.2329032,1.2886809,0,0,0.2113237,0.02544647,1.7172333,3.0063083,2.9239135,1.9893066,3.6887836,0.2256774,1,0,0,0,1
62.4,6.22,103000,0,12066300,64154114055,5518888782,9911549874,4103289679,5133150000,48858536902,-920877301,35186514622,29316257600,53074796538,34.07,1,71.96,93.75,100,2.564102564,0,-0.376029,0,2.3267605,2.4655123,1.6935761,0,0,0,0.021316476,2.36808,1.756938,0,1.8254434,0.9382358,3.4859567,0.8890177,1,0,0,0,0
5.75,0,190000,0,1882710,63517295992,80703110404,38117401706,17231995494,931450500,88308212798,741968398,6557281120,5298582498,42327818360,61.5,6,69.62,93.75,-166.67,2.739726027,-14.28571429,-0.827067,0.17388389,0.6545662,1.6846769,0.34531403,0.78491557,0,0.046958897,0,1.1284841,0.96208966,0.01982321,0.44288298,1.5678126,2.758473,0.8918753,0,0,0,1,0
129.06,9.98,8000,14,10677142,34815002101,30228282870,37457342940,14446475256,4772071000,6041562350,353206723,1510903427,1783658105,24295312857,0.49,1,63.19,93.75,-200,-3.797468354,8.333333333,0.25038,5.79557,0.9587597,2.7444918,1.9329687,1.9180384,0,0.560745,0,0.22297245,0.8393858,0.63606584,0,0,0,0,0,0,0,1,1
699.59,67.4,16000,1093,6500000,5037467196,5947482839,650605139,3656864438,2830212000,-16760381373,277857130,-500145196,-496134960,817569181,12.63,1,35.1,93.75,233.33,-12.98701299,0,-0.055056,0,1.5876054,2.4571574,4.2595534,0,0,0,1.2529992,0.6275671,2.3087807,2.471785,2.9775674,1.1847947,3.842683,0.761851,1,0,0,0,1
1846.32,54.73,17000,3763,10224235,35108383668,9349614017,6411828667,1542080294,4290492500,6260993405,1061866838,4013969721,3763916757,22276034842,27.88,30,79.34,92.86,200,-5.681818182,20,-0.496001,2.1939182,1.3004816,3.3099203,0.30096605,0,0,0,0,2.8072643,2.3020597,0,0,0.044810314,0,0.06937989,1,0,0,0,1
839.03,4.85,18000,1397,9335485,44620988524,20869239720,20562435516,4256217351,3905242500,24984098604,939235611,8323875572,7769366120,63460787949,28.84,6,71.72,75,250,-1.449275362,0,-0.912288,7.3785543,0.5391336,4.946935,3.894969,0.76879257,0,0,0,1.733898,5.206825,0,0,0.5316694,0,0,1,0,0,0,1
