date,KOSPI_1001,KOSPI_1005,KOSPI_1008,KOSPI_1011,KOSPI_1012,KOSPI_1013,KOSPI_1014,KOSPI_1015,KOSPI_1017,KOSPI_1018,KOSPI_1020,KOSPI_1021,KOSPI_1024,KOSPI_1026,KOSPI_1035,KOSPI_1155,KOSPI_1156,year_key,month_key,국고채 금리 (3년),국고채 금리 (10년),기업경기실사지수(BSI),기준금리,무역수지,산업생산지수(IPI),생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),성장_긍정,성장_부정,민감_긍정,민감_부정,방어_긍정,방어_부정,금융_긍정,금융_부정
2015-03-12,1970.59,4430.4,4279.06,4687.1,852.61,11243.51,1802.58,1932.15,1259.97,141.33,362.48,420.92,1933.26,1040.27,1615.3,1535.71,681.25,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.167239086,0.246326365,0.218857048,0.260598962,0.234527955,0.270243256,0.233852513,0.275889036
2015-03-13,1985.79,4516.73,4279.68,4773.46,862.41,11315.09,1800.29,1932.76,1302.12,140.7,375.74,419.69,1927.27,1051.62,1626.13,1551.04,677.79,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.1526483,0.262893878,0.188286561,0.26229996,0.181023729,0.259248236,0.193024757,0.276043116
2015-03-16,1987.33,4590.21,4269.71,4702.05,864.11,11445.28,1785.35,1930.94,1291.13,138.3,371.74,418.63,1906.38,1049.71,1628.68,1565.11,676.72,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.210256617,0.242719843,0.234700288,0.239773153,0.226589566,0.223887139,0.247061463,0.248177515
2015-03-17,2029.91,4659.76,4383.26,4747.78,872.32,11645.77,1780.89,1991.32,1316.77,144.79,372.33,431.04,2020.66,1069.5,1665.66,1597.78,697.97,2015,Mar-15,1.865,2.276,78,1.75,8816.7,94.7,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.184651687,0.26937839,0.221258899,0.27394774,0.201261267,0.267130211,0.265246224,0.293296336
2015-03-18,2028.45,4707,4335.7,4745.37,869.55,11681.62,1779.21,1985.77,1322.25,145.07,375.76,434.38,2057.3,1066.4,1664.27,1594.96,703.76,2015,Mar-15,1.865,2.276,78,1.75,8816.7,94.7,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.198930251,0.280718909,0.232092547,0.266909951,0.197945972,0.262611558,0.269542879,0.29529692
2015-03-19,2037.89,4772.45,4428.15,4771.56,874.36,11495.75,1769.59,2006.5,1343.44,147.08,383.89,436.05,2085.72,1077.57,1665.47,1584.76,707.67,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.176761985,0.255728483,0.23258696,0.250405274,0.206787745,0.249383261,0.247887017,0.273950662
2015-03-20,2037.24,4794.07,4436.55,4721.94,880.36,11490.57,1786.64,1983.93,1330.77,145.66,376.2,436.29,2096.96,1083.69,1660.96,1595.18,709.99,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.180248477,0.212666893,0.185163815,0.182605289,0.195547054,0.190600487,0.226443876,0.193611718
2015-03-23,2036.59,4797.35,4431.93,4762.12,876.47,11548.52,1763.57,1965.32,1332.38,147.08,370.52,438.03,2174.32,1084.18,1661.76,1614.48,712.15,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.209840026,0.251202616,0.245880085,0.253394761,0.23770289,0.244459813,0.267203734,0.268002519
2015-03-24,2041.37,4833.32,4479.86,4809.25,865.16,11608.23,1792.1,1942.11,1345.46,147.55,374,433.98,2182.9,1087.67,1660.91,1614.31,701.61,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.252349782,0.255157948,0.251572568,0.216663251,0.253926439,0.221180288,0.312033163,0.258727519
2015-03-25,2042.81,4882.73,4479.79,4810.01,850.25,11658.91,1803.67,1903.63,1337.62,148.81,372.53,429.33,2215.17,1093.96,1657.16,1618.6,691.1,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.205718293,0.266200091,0.2572036,0.269109905,0.236967981,0.254712885,0.251766307,0.261141843
2015-03-26,2022.56,4882.98,4458.29,4805.53,856.82,11250.7,1775.64,1903.69,1348.33,146.99,373.08,433.32,2187.43,1090.12,1634.41,1584.74,700.67,2015,Mar-15,1.865,2.276,78,1.75,8816.7,94.7,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.208910111,0.287774289,0.225125633,0.273920116,0.234613703,0.268575744,0.258891638,0.299806799
2015-03-27,2019.8,4909.84,4457.26,4820.17,854.18,11216.03,1795.75,1898.24,1327.26,144.11,374.16,432.57,2192.58,1095.06,1630.36,1579.87,698.87,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.216019196,0.253894276,0.222799365,0.2169139,0.230089034,0.22275374,0.271259136,0.236028033
2015-03-30,2030.04,4974.49,4492.74,4731.24,858.91,11248.85,1902.69,1895.65,1339.86,147.27,371.89,434.64,2303.01,1103.31,1629.91,1583.1,699.15,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.208128122,0.235371425,0.254255708,0.235890002,0.256897747,0.22937908,0.265827202,0.230803434
2015-03-31,2041.03,4991.14,4564.5,4712.92,869.33,11296.26,1915.24,1907.7,1348.55,147.99,364.9,440.05,2315.67,1110.26,1636.78,1576.17,708.26,2015,Mar-15,1.865,2.276,78,1.75,8816.7,92.1,97.87,102,94.596,8816.7,362750264,1112.57,2127669.7,0.187100458,0.252013538,0.193596279,0.234110124,0.193224427,0.223132149,0.207091487,0.236039213
2015-04-01,2028.45,5044.7,4558.97,4671.66,852.16,11158.34,1930.14,1877.06,1344.96,146.97,365.03,436.71,2346.15,1108.03,1619.75,1560.19,699.39,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.199859258,0.229268932,0.228733554,0.218510463,0.238707421,0.225413204,0.253728131,0.234734789
2015-04-02,2029.07,5090.63,4535.05,4675.84,855.8,11230.05,1879.29,1868.99,1354.07,147.22,366.46,436.87,2330.75,1105.74,1618.25,1554.75,698.84,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.224059853,0.258682921,0.240552212,0.23700497,0.230034858,0.235752789,0.248198735,0.243209601
2015-04-03,2045.42,5148.17,4540.76,4734.06,865.9,11210.57,1898.28,1892.96,1363.61,151.55,364.27,445.35,2493.44,1123.85,1626.03,1557.31,711.09,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.225032346,0.231238866,0.275238341,0.230387219,0.248796263,0.222707478,0.271803671,0.218760434
2015-04-06,2046.43,5132.35,4543.11,4706.54,865.59,11424.96,1924.85,1870.32,1335.3,154.4,364.31,441.12,2516.96,1116.22,1627.71,1559.58,702.33,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.20646002,0.277837209,0.221714747,0.252110402,0.222855017,0.244995855,0.269869211,0.277673417
2015-04-07,2047.03,5098.91,4535.17,4805.73,877.31,11353.85,1920.3,1877.42,1327.37,154.99,366.92,440.23,2535.2,1119.66,1626.4,1551.04,698.76,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.233870914,0.253440549,0.246179538,0.21804548,0.230375764,0.21830075,0.281538494,0.240549434
2015-04-08,2059.26,5080.8,4666.67,4942.66,880.71,11398.02,1910.04,1896.2,1288.94,156.2,357.48,440.26,2599.7,1127.51,1637.7,1546.92,696.81,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.243073908,0.267949969,0.255929054,0.245995842,0.231835326,0.234779431,0.278515736,0.260335023
2015-04-09,2058.87,5096.68,4693.78,4910.65,888.52,11426.03,1921.54,1888.99,1273.7,154.45,353.45,438.14,2605.89,1130.9,1636.73,1550.42,691.73,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.21739216,0.23749207,0.232148345,0.206879538,0.230014186,0.215166823,0.270033025,0.225962537
2015-04-10,2087.76,5166.52,4816.61,4939.82,888.94,11512.69,1964.31,1922.85,1290.18,155.14,358,449.27,2762.4,1141.07,1657.87,1564.67,710.56,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.230295574,0.279310057,0.29122138,0.272839912,0.267413284,0.290081324,0.294376712,0.287261732
2015-04-13,2098.92,5126,4955.99,4941.55,901.85,11474.26,1966.47,1930.38,1282.33,163.64,353.27,455.7,2859.64,1135.05,1662.36,1561.18,721.87,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.257116659,0.242160702,0.251815055,0.214915316,0.262224722,0.223524569,0.274463271,0.219659394
2015-04-14,2111.72,5094.18,4886.27,4967.49,920.22,11453.85,1946.26,1966.72,1305.73,162.57,361.17,469.72,2809.85,1138.48,1678.36,1571.39,749.56,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.232985799,0.25007328,0.274317931,0.240143187,0.252118726,0.226752117,0.280660552,0.234051224
2015-04-15,2119.96,5215.29,4988.94,4958.15,925.48,11308.33,1939.97,1968.12,1304.23,163.49,357.76,469,2874.36,1154.85,1675.11,1573.63,747.09,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.205055082,0.281194334,0.236750372,0.292408615,0.227459779,0.274922732,0.253234371,0.326152621
2015-04-16,2139.9,5305.42,4942.05,4982.19,932.16,11498.84,1956.65,1965.69,1362.04,163.86,361.26,473.09,2872.68,1167.26,1693.01,1590.83,754,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.229782814,0.272796313,0.272161987,0.280568687,0.240559221,0.271833197,0.277115371,0.303801826
2015-04-17,2143.5,5459.41,5008.02,4977.57,933.53,11342.05,1959.73,1972.22,1401.3,162.4,366.57,474.08,2824.56,1170.47,1688.41,1578.64,756.69,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.193849924,0.2694448,0.26163896,0.292211929,0.256352974,0.273826955,0.272424291,0.278057872
2015-04-20,2146.71,5432.13,5152.48,4980.55,933.79,11207.2,1944.93,1988.52,1370.24,162.71,364.85,474.61,2818.84,1171.45,1689.43,1569.34,758.15,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.191604297,0.232170242,0.24133741,0.218138598,0.219423457,0.216906253,0.239996186,0.229627735
2015-04-21,2144.79,5404.99,5146.47,4965.45,932.32,11274.85,1981.08,1973.91,1368.29,162.41,363.45,468.14,2754.46,1176.16,1688.11,1575.17,747.81,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.255193452,0.266426574,0.260089474,0.2525763,0.265678766,0.248023771,0.295164228,0.271763318
2015-04-22,2143.89,5351.33,5168.05,4875.28,924.16,11362.32,1952.55,1968.83,1355.56,162.93,358.07,470.58,2858.27,1176.02,1690.44,1582.5,751.12,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.22779097,0.241440768,0.242298354,0.219243952,0.230357891,0.207380487,0.254622673,0.227603557
2015-04-23,2173.41,5370.5,5215.68,5028.58,923.94,11364.43,1934.69,2019.46,1363.34,160.08,365.37,484.8,2886.9,1195,1717.59,1607,775.9,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.175266573,0.278268861,0.206343764,0.275718559,0.188738684,0.273216512,0.252681685,0.299164267
2015-04-24,2159.8,5359.2,5170.27,5072.71,915.76,11147.07,1958.83,2041.11,1393.14,157.25,382.43,489.36,2781.75,1177.28,1710.93,1590.09,786.71,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.244792722,0.261484414,0.263872818,0.247587789,0.250281285,0.256697544,0.267011812,0.25069497
2015-04-27,2157.54,5415.93,5141.57,5034.51,920.57,11009.66,1971.57,2043.49,1396.92,157.55,384.65,485.39,2819.7,1185.82,1697.28,1578.9,776.94,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.214982025,0.29001917,0.227445059,0.252356768,0.21811199,0.251216484,0.263783257,0.283923418
2015-04-28,2147.67,5427.81,5150.93,5127.14,915.61,10864.88,1919.64,2028.85,1422.05,156.17,381.55,482.61,2835.98,1181.45,1686.58,1578.44,772.27,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.183772874,0.253862716,0.199871752,0.238268466,0.199273401,0.22648843,0.214207756,0.243926953
2015-04-29,2142.63,5382.04,5138.93,5105.29,907.18,10937.3,1974.41,2004.86,1416.87,150.88,381.79,483.42,2739.29,1178.85,1685.76,1574,775.21,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.232590632,0.276067768,0.253156028,0.270271589,0.260317787,0.274507846,0.266484277,0.286839694
2015-04-30,2127.17,5347.88,5049.17,5024.32,899.91,11048.71,1961.41,1975.26,1395.45,149.28,384.07,480.67,2725.04,1161.27,1676.15,1557.43,768.75,2015,Apr-15,1.739,2.177,77,1.75,9316.4,92.9,97.84,104.9,94.625,9316.4,369902086,1088.66,2150539.7,0.210375756,0.266661919,0.228709008,0.246884913,0.230517977,0.249199412,0.250984577,0.263086898
2015-05-04,2132.23,5395.55,5080.29,5144.57,894.97,10990.65,1951.33,1996.4,1432.47,147.26,378.61,488.87,2644.35,1145.62,1686.07,1537.47,785.72,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.212754808,0.280313541,0.245280255,0.281722015,0.236558183,0.27193002,0.260940463,0.292968561
2015-05-06,2104.58,5378.47,5058.09,5188.87,884.63,10703.05,1900.78,1997.24,1399.99,146.27,368.46,480.82,2431.91,1138.69,1665.93,1509.32,775.21,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.167069166,0.263243093,0.192273808,0.25445662,0.18328616,0.256429422,0.204480732,0.263372826
2015-05-07,2091,5321.02,4987.71,5092.23,876.54,10766.1,1909.72,1992.75,1391.08,146.23,356.82,476.25,2514.19,1134.71,1656.51,1517.33,764.12,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.216043216,0.289505295,0.264796661,0.271095498,0.259228016,0.269957933,0.298858544,0.29446295
2015-05-08,2085.52,5443.86,4950.85,5098.47,894.54,10598.02,1936.8,1996.77,1383.31,146.33,350.47,472.79,2509.33,1137.38,1639.09,1511.85,757.68,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.203501672,0.214351836,0.241666217,0.224852432,0.245165115,0.215606244,0.249808602,0.212174751
2015-05-11,2097.38,5577.21,5045.31,5066.74,899.75,10596.42,1956.25,1979.34,1410.39,148.45,343.49,475.9,2580.88,1152,1636.84,1511.95,761.42,2015,May-15,1.875,2.49,79,1.75,6497.2,91.6,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.254968661,0.265323557,0.297679898,0.255084064,0.283401067,0.262459927,0.303813425,0.257970611
2015-05-12,2096.77,5626.62,5032.47,5077.86,895.44,10540.64,1944.4,1973.94,1420.41,149.43,346.85,478.22,2508.86,1151.42,1637.44,1505.28,767.17,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.205042267,0.270367013,0.252744901,0.251850749,0.239407835,0.253694524,0.290067409,0.288394326
2015-05-13,2114.16,5614.17,5087.83,5126.05,884.54,10538.21,2052.87,1964.23,1426.92,149.51,347.6,488.07,2564.4,1171.01,1647.49,1508.98,782.15,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.237951163,0.251436547,0.290055709,0.262593443,0.280123617,0.261526418,0.28773198,0.261907761
2015-05-14,2120.33,5643.18,5021.19,5130.79,887.78,10619.11,2201.53,1950.15,1419.82,152.17,345.14,487.74,2602.1,1179.64,1646.8,1521.74,782.57,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.195063004,0.241828445,0.241701404,0.267714768,0.243353136,0.261476891,0.269400657,0.259360214
2015-05-15,2106.5,5655.73,5027.56,5058.9,874.46,10530.29,2227.96,1929.52,1414.59,147,345.31,477.73,2504.34,1179.9,1631.23,1513.8,765.92,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.173217245,0.241024564,0.233915341,0.281537165,0.228517505,0.256390027,0.238990087,0.272988208
2015-05-18,2113.72,5728.89,5132.59,5081.08,865.1,10487.26,2293.58,1912.58,1413.72,146.51,346.49,478.99,2520.29,1193.28,1632.92,1514.17,766.73,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.202260357,0.266786016,0.24028237,0.265741149,0.237378802,0.270369927,0.261593047,0.282588746
2015-05-19,2120.85,5741.26,5162.75,5037.75,863.78,10628.9,2359.45,1927.17,1398.98,145.15,342,478.15,2525.46,1198.18,1639.23,1527.41,764.18,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.216122546,0.249368583,0.246060298,0.223625882,0.217878418,0.223835838,0.265926175,0.250328243
2015-05-20,2139.54,5798.44,5103.45,5020.47,858.5,10818.86,2384.82,1936.33,1445.1,145.93,341.16,484.55,2670.39,1206.09,1653.56,1540.62,774.57,2015,May-15,1.875,2.49,79,1.75,6497.2,91.6,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.203521012,0.281773816,0.222374276,0.269845964,0.21953104,0.270348054,0.239386398,0.286969407
2015-05-21,2122.81,5803.88,5102.04,4966.03,852.92,10703.45,2285.53,1910.89,1433.61,145.01,349.22,474.86,2609.01,1199.07,1632.94,1519.05,757.54,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.167354881,0.269458275,0.240345324,0.259328713,0.199386526,0.262487286,0.256195447,0.282857394
2015-05-22,2146.1,5746.84,5143.08,5030.24,868.01,10768.14,2317.01,1947.96,1463.23,149.06,353.49,485.48,2657.57,1209.62,1655.45,1545.69,775.45,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.190685024,0.250396363,0.242669012,0.257662077,0.235341309,0.237707482,0.250655323,0.244483137
2015-05-26,2143.5,5663.72,5145.54,5021.86,864.81,10833.74,2331.78,1912.24,1426.27,143.37,354.22,478.76,2537.81,1213.64,1657.47,1552.9,761.32,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.168537052,0.215739634,0.212289239,0.232569993,0.222660047,0.228187831,0.230609985,0.24859279
2015-05-27,2107.5,5569.82,5055.42,4901.06,852.1,10556.56,2300.16,1886.16,1393.2,143.96,352.6,467.97,2453.05,1195.5,1624.76,1535.41,741.83,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.225407304,0.24137178,0.239947103,0.232201464,0.237083204,0.231843385,0.21815771,0.21769902
2015-05-28,2110.89,5586.74,5037.34,4877.07,848.8,10544.01,2333.03,1875.86,1395.07,143.63,344.29,468.57,2432.63,1216.45,1623.03,1550.44,744.69,2015,May-15,1.875,2.49,79,1.75,6497.2,91.6,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.152601889,0.263587101,0.186960045,0.248339107,0.183939449,0.263560263,0.2044396,0.288643767
2015-05-29,2114.8,5571.72,5026.21,4954.95,849.58,10567.37,2382.15,1870.67,1411.51,143.21,334.69,472.5,2420.33,1216.39,1627.44,1558.14,751.7,2015,May-15,1.875,2.49,79,1.75,6497.2,91.3,97.9,106.3,94.89,6497.2,371505613,1091.27,2171395.4,0.177868591,0.265806236,0.207208971,0.280214594,0.212860845,0.266846519,0.19147241,0.284532962
2015-06-01,2102.37,5638.48,5002.64,4854.76,846.79,10476.62,2263.96,1849.13,1389.93,144.81,335.68,464.15,2413.86,1220.98,1614.49,1555.38,735.75,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.251003624,0.253778839,0.270305073,0.2549774,0.275299088,0.25478941,0.291566733,0.252760349
2015-06-02,2078.64,5512.12,4905.44,4835.86,828.91,10566.69,2258.49,1731.39,1398.5,144.19,337.19,463.92,2401.31,1202.07,1600.77,1564.04,737.29,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.195412934,0.272693878,0.186263642,0.238802172,0.196758129,0.255067899,0.217142068,0.286849435
2015-06-03,2063.16,5476.7,4973.8,4795.51,834.96,10347.18,2275.54,1726.09,1384.93,144.59,334.1,461.92,2416.54,1192.18,1584.93,1534.54,735.85,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.179131671,0.234444319,0.179567275,0.220422485,0.185849826,0.226549542,0.183344434,0.245391512
2015-06-04,2072.86,5421.79,5017.4,4776.81,829.73,10670.86,2365.03,1729.57,1357.14,145.09,329.45,456.95,2410.69,1178.6,1598.54,1520.32,726.11,2015,Jun-15,1.773,2.468,77,1.5,10000,95.1,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.175261567,0.265559015,0.187157494,0.266804648,0.207745926,0.266057752,0.211278966,0.284803119
2015-06-05,2068.1,5391.67,4949.28,4692.47,820.3,10683.47,2335.94,1730.03,1360.58,145.16,332.79,453.45,2365.84,1172.31,1597.42,1512.77,720.2,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.174648073,0.235432092,0.196601053,0.207990065,0.168330013,0.197542253,0.233207761,0.235152179
2015-06-08,2065.19,5420.95,5055.19,4694.84,830.79,10483.51,2305.49,1705.76,1356.14,146.29,333.62,461.62,2531.29,1181.42,1586.75,1502.6,733.46,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.184874054,0.263000549,0.19366176,0.234763645,0.196001418,0.244375375,0.218552599,0.262714427
2015-06-09,2064.03,5468.05,5109.15,4769.74,847.13,10289.42,2294.23,1709.05,1357.59,148.63,341.2,459.53,2527.99,1180.87,1577.2,1487.65,729.45,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.214167052,0.233069735,0.249812129,0.205388488,0.219755805,0.203265999,0.264719868,0.235318939
2015-06-10,2051.32,5405.65,5049.71,4761.22,847.04,10159.48,2228.19,1712.69,1331.07,147.95,345.67,465.58,2481.77,1164.4,1570.36,1463.48,740.8,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.212508265,0.237613731,0.236367185,0.210895737,0.219012253,0.202445229,0.269265043,0.228595748
2015-06-11,2056.61,5402.16,5046.28,4802.63,858.14,10118.97,2227.87,1755.47,1335.89,146.94,349.47,466.41,2426.36,1167.02,1570.16,1461.03,741.86,2015,Jun-15,1.773,2.468,77,1.5,10000,95.1,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.210497184,0.253254137,0.239668752,0.236510371,0.235194917,0.249644742,0.260621644,0.258772693
2015-06-12,2052.17,5456.96,4995.55,4729.18,848.67,10188.45,2227.94,1731.46,1328.56,144.84,345.45,458.4,2380.78,1188.09,1566.63,1473.65,727.11,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.171925692,0.256888512,0.186840843,0.241122066,0.176405721,0.236893414,0.18306288,0.246237245
2015-06-15,2042.32,5394.11,4977.86,4747.76,849.88,10136.18,2243.07,1734.59,1331.12,145.3,344.51,454.35,2329.74,1189.95,1561.65,1474.14,719.94,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.173319013,0.298300377,0.191949457,0.276305231,0.205887777,0.27501744,0.212218748,0.306471351
2015-06-16,2028.72,5412.96,5032.84,4740.36,823.58,9975.17,2172.84,1709,1304.22,140.55,344.01,449.65,2301.94,1196.79,1547.9,1449.37,711.17,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.191316813,0.265332197,0.210163563,0.241307104,0.202150252,0.24788593,0.228086856,0.27234285
2015-06-17,2034.86,5407.33,5104.58,4669.46,836.88,10008.79,2179.51,1707.93,1301.54,142.64,341.87,448.92,2332.99,1198.32,1550.26,1459.88,710.05,2015,Jun-15,1.773,2.468,77,1.5,10000,92.2,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.188663641,0.233249146,0.199862559,0.217445518,0.192252923,0.217533367,0.238868902,0.255783782
2015-06-18,2041.88,5551.17,5223.43,4649.96,844.06,10052.66,2208.66,1686.95,1292.73,141.26,342.16,446.72,2302.89,1205.28,1549.24,1455.81,705.27,2015,Jun-15,1.773,2.468,77,1.5,10000,95.1,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.186657102,0.212282657,0.223368073,0.187213545,0.200209299,0.179133619,0.231333836,0.195651494
2015-06-19,2046.96,5524.93,5227.12,4673.5,845.85,10036.9,2218.95,1681.49,1329.43,139.67,338.85,449.94,2404.88,1211.72,1548.5,1458.17,706.01,2015,Jun-15,1.773,2.468,77,1.5,10000,95.1,97.85,98.8,94.909,10000,374749258,1112.2,2178617.8,0.185469495,0.26497033,0.18960598,0.226925416,0.188959548,0.233373785,0.217710054,0.248743063
